Rank,Player ID,Player Name,Team,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,>= 50yds,>= 100yds,>= 150yds,>= 200yds,Rush Yds,Rush TDs,Kick Ret Yds,Fum Lost,Scoring Opps,Pts,pos,source,source_url
82,12181,"Agholor, Nelson",BAL,WR,59.7,8.9,38.5,479.0,2.5,0.6,1.2,0.0,0.7,0.0,0.0,1.9,1.0,0.3,0.1,2.0,0.0,0.0,0.0,4.7,82.4,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
83,14857,"Peoples-Jones, Donovan",DET,WR,53.0,10.9,34.1,522.0,1.2,0.0,0.5,0.0,0.5,0.2,0.0,2.1,1.0,0.3,0.1,20.0,0.6,0.0,0.4,5.2,81.0,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
84,16199,"Palmer, Trey",TBB,WR,84.7,6.8,44.7,432.0,2.4,1.5,0.0,0.8,0.0,0.0,0.0,1.7,0.9,0.3,0.1,24.0,0.0,6.0,0.8,5.5,80.5,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
85,15768,"Pierce, Alec",IND,WR,70.8,7.7,34.4,515.0,2.0,0.3,0.0,0.0,0.8,0.0,0.8,2.1,1.0,0.3,0.1,0.0,0.0,0.0,0.0,6.3,80.5,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
86,13168,"Reynolds, Josh",DEN,WR,62.2,11.1,35.9,485.0,2.3,1.7,0.6,0.0,0.0,0.0,0.0,1.9,1.0,0.3,0.1,5.0,0.0,110.0,0.7,6.4,79.4,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
87,14108,"Dortch, Greg",ARI,WR,82.4,7.5,42.5,423.0,1.7,0.8,0.0,0.0,0.8,0.0,0.0,1.7,0.8,0.3,0.1,53.0,0.0,225.0,0.0,4.5,78.9,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
88,15788,"Tolbert, Jalen",DAL,WR,58.0,5.3,32.1,436.0,2.7,2.7,0.0,0.0,0.0,0.0,0.0,1.7,0.9,0.3,0.1,0.0,0.0,0.0,0.0,6.0,75.9,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
89,16287,"Tucker, Tre",LVR,WR,62.3,6.6,35.6,491.0,0.3,0.0,0.0,0.2,0.2,0.0,0.0,2.0,1.0,0.3,0.1,57.0,0.0,0.0,0.9,4.4,72.8,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
90,16627,"McConkey, Ladd",LAC,WR,63.3,9.8,36.0,365.0,2.1,1.2,0.9,0.0,0.0,0.0,0.0,1.5,0.7,0.2,0.1,49.0,0.0,158.0,0.0,5.6,71.7,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
91,13172,"Brown, Noah",HOU,WR,71.0,10.6,33.3,486.0,0.9,0.8,0.0,0.0,0.0,0.0,0.2,1.9,1.0,0.3,0.1,2.0,0.0,0.0,0.0,10.7,71.1,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
92,16197,"Mingo, Jonathan",CAR,WR,106.7,3.2,50.3,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.9,0.3,0.1,2.0,0.0,8.0,0.0,2.0,70.8,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
93,13776,"Watson, Justin",KCC,WR,53.8,4.4,28.5,471.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.9,0.9,0.3,0.1,0.0,0.0,23.0,0.8,5.1,68.8,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
94,13910,"Powell, Brandon",MIN,WR,60.0,9.1,34.2,392.0,1.7,1.1,0.3,0.0,0.3,0.0,0.0,1.6,0.8,0.3,0.1,16.0,0.0,0.0,0.0,8.1,68.1,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
95,16635,"McCaffrey, Luke",WAS,WR,70.1,8.1,36.3,372.0,1.3,0.4,0.5,0.5,0.0,0.0,0.0,1.5,0.7,0.2,0.1,16.0,0.0,59.0,0.0,4.4,65.0,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
96,15109,"Westbrook-Ikhine, Nick",TEN,WR,45.5,4.5,25.3,392.0,1.8,0.8,0.2,0.0,0.8,0.0,0.0,1.6,0.8,0.3,0.1,7.0,0.0,21.0,0.0,4.2,64.9,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
97,13668,"Chark, D.J.",LAC,WR,65.2,5.0,29.4,383.0,2.0,0.6,0.8,0.0,0.0,0.6,0.0,1.5,0.8,0.3,0.1,14.0,0.0,11.0,1.0,5.7,64.4,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
98,14977,"Osborn, K.J.",NEP,WR,56.0,5.9,35.0,365.0,1.7,0.3,0.7,0.0,0.7,0.0,0.0,1.5,0.7,0.2,0.1,0.0,0.0,0.0,0.0,4.0,64.1,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
99,15289,"Toney, Kadarius",KCC,WR,50.5,7.3,32.6,273.0,2.7,2.7,0.0,0.0,0.0,0.0,0.0,1.1,0.5,0.2,0.1,21.0,0.0,6.0,0.4,4.1,61.4,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
100,13652,"Wilson, Cedrick",NOS,WR,51.6,8.3,26.2,331.0,2.2,1.3,0.0,0.0,0.9,0.0,0.0,1.3,0.7,0.2,0.1,-0.1,0.0,14.0,0.0,7.0,59.2,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
101,16626,"Mitchell, Adonai",IND,WR,66.1,3.9,33.9,385.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,1.5,0.8,0.3,0.1,3.0,0.0,0.0,0.0,2.2,59.2,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
102,14860,"Jennings, Jauan",SFO,WR,49.4,5.0,28.9,355.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,1.4,0.7,0.2,0.1,0.0,0.0,0.0,0.0,4.4,57.8,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
103,14974,"Mooney, Darnell",ATL,WR,65.3,7.3,32.7,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,0.3,0.1,3.0,0.0,0.0,0.0,4.7,57.3,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
104,13156,"Smith-Schuster, JuJu",NEP,WR,57.3,5.5,34.2,316.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.6,0.2,0.1,6.0,0.0,69.0,0.0,2.5,55.0,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
105,15283,"Moore, Rondale",ATL,WR,51.6,5.5,29.4,270.0,1.0,0.4,0.0,0.0,0.0,0.6,0.0,1.1,0.5,0.2,0.1,74.0,0.0,10.0,0.0,2.4,54.9,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
106,14112,"Campbell, Parris",PHI,WR,52.1,7.3,31.6,282.0,1.2,0.5,0.0,0.7,0.0,0.0,0.0,1.1,0.6,0.2,0.1,1.0,0.0,102.0,0.0,3.2,51.4,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
107,16631,"Polk, Ja'Lynn",NEP,WR,58.2,1.9,28.4,320.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,1.3,0.6,0.2,0.1,12.0,0.0,124.0,0.4,1.1,50.1,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
108,15981,"Turpin, KaVontae",DAL,WR,21.1,5.3,12.7,147.0,3.5,1.2,0.0,1.1,1.2,0.0,0.0,0.6,0.3,0.1,0.0,61.0,0.3,300.0,0.0,7.4,49.6,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
109,15308,"Marshall, Terrace",CAR,WR,55.4,4.4,28.9,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.3,48.4,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
110,13632,"Lazard, Allen",NYJ,WR,55.7,4.9,23.6,300.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,1.2,0.6,0.2,0.1,7.0,0.0,50.0,0.0,2.6,47.1,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
111,16183,"Hyatt, Jalin",NYG,WR,49.2,0.5,22.2,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.7,0.2,0.1,0.0,0.0,0.0,0.3,1.8,46.1,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
112,13154,"Williams, Mike",NYJ,WR,46.2,5.3,23.4,246.0,1.4,0.7,0.7,0.0,0.0,0.0,0.0,1.0,0.5,0.2,0.1,8.0,0.0,67.0,0.8,3.5,44.6,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
113,13638,"Berrios, Braxton",MIA,WR,34.8,1.8,24.6,242.0,1.0,0.5,0.2,0.0,0.3,0.0,0.0,1.0,0.5,0.2,0.1,1.0,0.0,399.0,0.0,2.8,42.3,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
114,15785,"Melton, Bo",GBP,WR,49.2,9.7,24.4,254.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.2,0.1,24.0,0.0,1.0,0.0,2.7,41.7,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
115,16191,"Tillman, Cedric",CLE,WR,59.2,5.4,26.6,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.2,0.1,16.0,0.0,19.0,0.0,3.3,40.5,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
116,15758,"Bell, David",CLE,WR,36.4,2.9,17.3,192.0,2.1,0.0,0.0,0.3,0.3,1.4,0.0,0.8,0.4,0.1,0.1,0.0,0.0,0.0,0.0,3.5,40.4,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
117,16636,"Corley, Malachi",NYJ,WR,51.0,6.2,22.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.1,0.1,29.0,0.9,138.0,0.0,5.1,40.3,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
118,16416,"Gipson, Xavier",NYJ,WR,34.3,4.9,17.7,183.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.1,0.1,49.0,1.0,399.0,0.0,5.7,40.2,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
119,13963,"Hodge, KhaDarel",ATL,WR,32.0,0.0,18.8,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,40.2,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
120,16622,"Pearsall, Ricky",SFO,WR,28.6,2.1,16.9,226.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.9,0.5,0.2,0.1,27.0,0.0,153.0,0.0,2.4,38.2,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
121,13862,"Cracraft, River",MIA,WR,24.4,5.0,17.0,231.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,0.2,0.1,0.0,0.0,0.0,0.0,5.0,37.7,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
122,13646,"Gallup, Michael",FA,WR,40.6,4.5,20.3,219.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.4,0.1,0.1,5.0,0.0,63.0,0.0,1.8,36.9,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
123,11678,"Robinson, Allen",NYG,WR,44.8,4.8,28.5,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4,0.1,0.1,6.0,0.0,72.0,0.0,2.5,36.9,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
124,14858,"Jefferson, Van",PIT,WR,45.1,2.1,22.3,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.1,0.1,15.0,0.7,0.0,0.0,1.5,36.4,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
125,14118,"Humphrey, Lil'Jordan",DEN,WR,16.8,3.6,12.6,126.0,2.7,2.4,0.0,0.0,0.0,0.0,0.3,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,2.7,35.2,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
126,15766,"Moore, Skyy",KCC,WR,46.2,6.3,22.9,214.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.4,0.1,0.1,12.0,0.0,5.0,0.4,2.7,34.3,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
127,16202,"Bell, Ronnie",SFO,WR,16.7,4.6,7.4,103.0,3.3,2.0,1.2,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,3.3,33.7,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
128,14113,"Hardman, Mecole",KCC,WR,28.9,3.8,17.7,185.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.1,0.1,3.0,0.0,27.0,0.0,2.1,32.7,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
129,12773,"Moore, Chris",ARI,WR,30.3,2.2,14.9,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.2,0.1,-1.2,0.0,145.0,0.0,0.6,32.1,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
130,14592,"Zaccheaus, Olamide",WAS,WR,31.2,2.2,16.9,189.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.8,0.4,0.1,0.1,0.0,0.0,49.0,0.0,1.4,31.8,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
131,15787,"Thornton, Tyquan",NEP,WR,37.7,0.5,18.5,180.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.1,0.0,24.0,0.0,97.0,0.0,0.5,31.2,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
132,13724,"James, Richie",KCC,WR,30.5,2.8,16.1,184.0,0.9,0.4,0.5,0.0,0.0,0.0,0.0,0.7,0.4,0.1,0.1,-2.2,0.0,88.0,0.4,1.7,30.9,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
133,16628,"McMillan, Jalen",TBB,WR,35.8,4.0,19.4,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.1,0.0,25.0,0.0,88.0,0.0,1.6,30.7,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
134,16393,"Bobo, Jake",SEA,WR,28.2,2.5,17.1,143.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.0,3.0,0.4,63.0,0.0,2.6,29.6,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
135,16364,"Brooks, Jalen",DAL,WR,39.7,2.5,20.6,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.1,0.0,16.0,0.0,219.0,0.0,1.0,29.6,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
136,15901,"Philips, Kyle",TEN,WR,27.3,3.2,17.3,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.1,0.1,0.0,0.0,21.0,0.0,3.2,29.4,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
137,16413,"Heath, Malik",GBP,WR,31.4,7.0,16.1,127.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,1.0,0.0,2.4,28.9,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
138,15786,"Nailor, Jalen",MIN,WR,38.5,2.7,17.4,169.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.7,0.3,0.1,0.0,3.0,0.0,0.0,0.0,0.9,28.7,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
139,16205,"Scott, Tyler",CHI,WR,34.2,5.9,16.9,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.0,49.0,0.0,130.0,0.0,3.5,28.3,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
140,15285,"Wallace, Tylan",BAL,WR,34.3,1.7,16.9,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.1,0.1,6.0,0.0,17.0,0.0,1.7,28.1,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
141,13308,"Agnew, Jamal",JAC,WR,29.7,2.8,17.9,210.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.4,0.1,0.1,-1.8,0.0,522.0,1.5,3.1,28.0,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
142,10271,"Jones, Julio",PHI,WR,25.5,6.3,13.4,79.0,2.0,1.5,0.3,0.3,0.0,0.0,0.0,0.3,0.2,0.1,0.0,6.0,0.0,0.0,0.0,2.9,27.3,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
143,16632,"Burton, Jermaine",CIN,WR,25.0,3.0,13.7,145.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.0,3.0,0.0,0.0,0.0,1.5,24.9,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
144,13634,"Pettis, Dante",CHI,WR,27.4,2.0,9.3,121.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.1,0.0,20.0,0.0,75.0,0.0,2.0,24.9,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
145,15777,"Austin III, Calvin",PIT,WR,19.5,0.2,8.3,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,63.0,1.4,59.0,0.0,1.4,24.8,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
146,13289,"Hollins, Mack",BUF,WR,32.1,3.1,14.6,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.1,0.0,-0.8,0.0,0.0,0.0,0.4,23.7,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
147,15292,"Brown, Dyami",WAS,WR,29.4,2.1,11.7,157.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.3,0.1,0.0,7.0,0.0,101.0,0.0,2.2,23.3,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
148,15767,"Jones, Velus",CHI,WR,20.9,1.4,9.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,66.0,0.2,667.0,0.0,1.0,22.3,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
149,15759,"Metchie, John",HOU,WR,36.5,4.7,14.3,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.0,13.0,0.0,0.0,0.0,4.9,21.6,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
150,14503,"Kennedy, Tom",DET,WR,27.8,6.3,11.6,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.0,6.0,0.0,0.0,0.0,6.2,20.8,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
151,13641,"McCloud, Ray-Ray",ATL,WR,12.0,0.0,8.7,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.1,0.0,11.0,0.0,195.0,0.0,0.0,17.7,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
152,15841,"Toure, Samori",GBP,WR,20.9,4.9,7.2,116.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.2,0.1,0.0,0.0,0.0,30.0,0.0,2.3,17.4,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
153,16299,"Davis, Derius",LAC,WR,18.3,1.4,13.7,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,40.0,0.0,347.0,0.0,1.1,16.7,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
154,12257,"Conley, Chris",SFO,WR,10.5,1.9,6.2,81.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.2,15.8,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
155,16203,"Jones, Charlie",CIN,WR,14.5,1.7,10.6,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,3.0,0.0,0.0,0.0,1.6,15.2,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
156,15977,"Thompkins, Deven",CAR,WR,21.0,3.7,12.2,43.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,53.0,0.0,342.0,1.2,2.5,14.8,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
157,13893,"Sherfield, Trent",MIN,WR,24.8,2.8,8.5,72.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.6,14.8,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
158,10308,"Cobb, Randall",NYJ,WR,27.0,5.2,8.3,60.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.5,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
159,14280,"Miller, Scotty",PIT,WR,11.6,0.4,6.7,71.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,8.0,0.0,0.0,0.0,0.4,13.8,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
160,14992,"Watkins, Quez",PIT,WR,10.8,1.5,7.5,76.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.0,0.0,6.0,0.0,1.5,13.8,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
161,15434,"Smith-Marsette, Ihmir",CAR,WR,10.6,0.0,8.2,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,44.0,0.2,16.0,0.0,1.3,13.7,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
162,12184,"Crowder, Jamison",WAS,WR,11.9,0.5,8.9,81.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.0,0.0,11.0,0.0,0.3,13.3,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
163,13377,"Patrick, Tim",DEN,WR,20.8,1.0,8.8,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,10.0,0.0,189.0,0.0,0.5,13.2,WR,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
