rank,player,def_sacks,def_int,fr,def_fum_forced,def td,def_safety,def_special_teams_td,g,fpts,fpts_per_game,rost,year,week,pos
32,Las Vegas Raiders (LV),0,0,0,0,0,0,0,1,-4.0,-4.0,21.9%,2020,14,dst
1,Dallas Cowboys (DAL),2,2,2,1,0,0,1,1,15.0,15.0,93.2%,2020,15,dst
2,Buffalo Bills (BUF),3,0,1,1,1,0,0,1,12.0,12.0,62.6%,2020,15,dst
3,Arizona Cardinals (ARI),6,0,0,3,0,1,0,1,10.0,10.0,0.8%,2020,15,dst
4,Baltimore Ravens (BAL),5,0,1,1,0,1,0,1,10.0,10.0,87.5%,2020,15,dst
5,Indianapolis Colts (IND),5,0,2,3,0,0,0,1,10.0,10.0,24.5%,2020,15,dst
6,Seattle Seahawks (SEA),4,2,0,1,0,0,0,1,9.0,9.0,26.9%,2020,15,dst
7,Miami Dolphins (MIA),3,0,1,3,0,0,0,1,9.0,9.0,69.0%,2020,15,dst
8,Cleveland Browns (CLE),1,0,0,0,0,0,0,1,8.0,8.0,94.3%,2020,15,dst
9,Cincinnati Bengals (CIN),1,1,2,2,0,0,0,1,8.0,8.0,48.8%,2020,15,dst
10,New York Jets (NYJ),3,1,0,0,0,0,0,1,8.0,8.0,82.9%,2020,15,dst
11,New Orleans Saints (NO),4,0,1,1,0,1,0,1,7.0,7.0,63.8%,2020,15,dst
12,Green Bay Packers (GB),3,0,1,2,0,0,0,1,6.0,6.0,26.0%,2020,15,dst
13,Philadelphia Eagles (PHI),1,1,2,2,0,0,0,1,6.0,6.0,50.8%,2020,15,dst
14,Tennessee Titans (TEN),0,1,2,2,0,0,0,1,6.0,6.0,3.5%,2020,15,dst
15,Chicago Bears (CHI),3,1,0,1,0,0,0,1,5.0,5.0,31.1%,2020,15,dst
16,Carolina Panthers (CAR),5,0,0,0,0,0,0,1,5.0,5.0,2.9%,2020,15,dst
17,New England Patriots (NE),2,1,0,0,0,0,0,1,4.0,4.0,13.3%,2020,15,dst
18,Tampa Bay Buccaneers (TB),3,0,0,0,0,0,0,1,3.0,3.0,20.7%,2020,15,dst
19,Los Angeles Chargers (LAC),1,1,0,0,0,0,0,1,3.0,3.0,16.5%,2020,15,dst
20,Washington Commanders (WAS),0,1,0,0,0,0,0,1,3.0,3.0,8.1%,2020,15,dst
21,New York Giants (NYG),1,0,0,0,0,0,0,1,2.0,2.0,3.1%,2020,15,dst
22,Pittsburgh Steelers (PIT),2,0,0,0,0,0,0,1,2.0,2.0,76.5%,2020,15,dst
23,Minnesota Vikings (MIN),1,1,0,0,0,0,0,1,2.0,2.0,11.6%,2020,15,dst
24,Atlanta Falcons (ATL),3,0,0,1,0,0,0,1,2.0,2.0,16.5%,2020,15,dst
25,Los Angeles Rams (LAR),2,0,0,1,0,0,0,1,2.0,2.0,21.1%,2020,15,dst
26,Kansas City Chiefs (KC),1,1,0,0,0,0,0,1,2.0,2.0,77.0%,2020,15,dst
27,Houston Texans (HOU),1,0,0,0,0,0,0,1,1.0,1.0,29.9%,2020,15,dst
28,Las Vegas Raiders (LV),1,0,0,1,0,0,0,1,0.0,0.0,21.9%,2020,15,dst
29,Detroit Lions (DET),1,0,0,0,0,1,0,1,-1.0,-1.0,43.8%,2020,15,dst
30,Jacksonville Jaguars (JAC),1,1,0,2,0,0,0,1,-1.0,-1.0,47.2%,2020,15,dst
31,Denver Broncos (DEN),1,0,1,1,0,0,0,1,-1.0,-1.0,34.5%,2020,15,dst
32,San Francisco 49ers (SF),2,0,0,0,0,0,0,1,-2.0,-2.0,98.1%,2020,15,dst
1,Carolina Panthers (CAR),3,2,2,1,1,0,0,1,21.0,21.0,2.9%,2020,16,dst
2,Tampa Bay Buccaneers (TB),4,1,1,1,0,0,0,1,12.0,12.0,20.7%,2020,16,dst
3,San Francisco 49ers (SF),3,1,1,2,0,0,0,1,11.0,11.0,98.1%,2020,16,dst
4,Baltimore Ravens (BAL),6,0,0,0,0,0,0,1,10.0,10.0,87.5%,2020,16,dst
5,Dallas Cowboys (DAL),3,2,1,3,0,0,0,1,10.0,10.0,93.2%,2020,16,dst
6,Washington Commanders (WAS),4,1,1,2,0,0,0,1,9.0,9.0,8.1%,2020,16,dst
7,Seattle Seahawks (SEA),3,1,0,0,0,0,0,1,9.0,9.0,26.9%,2020,16,dst
8,Pittsburgh Steelers (PIT),5,1,1,1,0,0,0,1,9.0,9.0,76.5%,2020,16,dst
9,New York Jets (NYJ),4,0,2,3,0,0,0,1,9.0,9.0,82.9%,2020,16,dst
10,Kansas City Chiefs (KC),4,0,1,3,0,0,0,1,7.0,7.0,77.0%,2020,16,dst
11,Buffalo Bills (BUF),3,0,0,0,0,0,0,1,7.0,7.0,62.6%,2020,16,dst
12,Los Angeles Chargers (LAC),2,2,0,0,0,0,0,1,7.0,7.0,16.5%,2020,16,dst
13,Green Bay Packers (GB),2,2,0,1,0,0,0,1,7.0,7.0,26.0%,2020,16,dst
14,Los Angeles Rams (LAR),5,0,0,0,0,0,0,1,6.0,6.0,21.1%,2020,16,dst
15,Arizona Cardinals (ARI),3,0,1,1,0,0,0,1,6.0,6.0,0.8%,2020,16,dst
16,Cleveland Browns (CLE),2,0,0,0,0,0,0,1,6.0,6.0,94.3%,2020,16,dst
17,Chicago Bears (CHI),1,2,0,0,0,0,0,1,6.0,6.0,31.1%,2020,16,dst
18,Miami Dolphins (MIA),3,0,1,0,0,0,0,1,5.0,5.0,69.0%,2020,16,dst
19,Atlanta Falcons (ATL),0,2,0,0,0,0,0,1,5.0,5.0,16.5%,2020,16,dst
20,Detroit Lions (DET),2,0,0,1,0,0,1,1,4.0,4.0,43.8%,2020,16,dst
21,Las Vegas Raiders (LV),3,0,0,0,0,0,0,1,3.0,3.0,21.9%,2020,16,dst
22,Denver Broncos (DEN),2,0,0,1,0,0,0,1,3.0,3.0,34.5%,2020,16,dst
23,Cincinnati Bengals (CIN),1,0,1,4,0,0,0,1,2.0,2.0,48.8%,2020,16,dst
24,New York Giants (NYG),0,0,1,0,0,0,0,1,2.0,2.0,3.1%,2020,16,dst
25,New Orleans Saints (NO),2,0,0,2,0,0,0,1,1.0,1.0,63.8%,2020,16,dst
26,Philadelphia Eagles (PHI),2,1,0,0,0,0,0,1,0.0,0.0,50.8%,2020,16,dst
27,Indianapolis Colts (IND),1,0,0,0,0,0,0,1,0.0,0.0,24.5%,2020,16,dst
28,Minnesota Vikings (MIN),0,2,0,0,0,0,0,1,0.0,0.0,11.6%,2020,16,dst
29,Tennessee Titans (TEN),1,1,0,0,0,0,0,1,-1.0,-1.0,3.5%,2020,16,dst
30,Jacksonville Jaguars (JAC),1,1,0,1,0,0,0,1,-1.0,-1.0,47.2%,2020,16,dst
31,Houston Texans (HOU),0,0,0,0,0,0,0,1,-4.0,-4.0,29.9%,2020,16,dst
32,New England Patriots (NE),0,0,0,1,0,0,0,1,-4.0,-4.0,13.3%,2020,16,dst
1,Buffalo Bills (BUF),1,3,1,1,1,0,1,1,21.0,21.0,62.6%,2020,17,dst
2,Los Angeles Rams (LAR),4,1,0,1,1,1,0,1,20.0,20.0,21.1%,2020,17,dst
3,New Orleans Saints (NO),3,5,0,0,0,0,0,1,17.0,17.0,63.8%,2020,17,dst
4,Baltimore Ravens (BAL),0,2,0,0,0,0,0,1,11.0,11.0,87.5%,2020,17,dst
5,Arizona Cardinals (ARI),2,1,1,1,0,0,0,1,10.0,10.0,0.8%,2020,17,dst
6,Denver Broncos (DEN),3,2,2,2,0,0,0,1,10.0,10.0,34.5%,2020,17,dst
7,Washington Commanders (WAS),3,2,1,0,0,0,0,1,10.0,10.0,8.1%,2020,17,dst
8,Indianapolis Colts (IND),6,0,1,1,0,0,0,1,9.0,9.0,24.5%,2020,17,dst
9,New York Giants (NYG),6,1,0,0,0,0,0,1,9.0,9.0,3.1%,2020,17,dst
10,Philadelphia Eagles (PHI),3,2,0,0,0,0,0,1,8.0,8.0,50.8%,2020,17,dst
11,New England Patriots (NE),3,2,0,0,0,0,0,1,8.0,8.0,13.3%,2020,17,dst
12,Green Bay Packers (GB),1,1,1,1,0,0,0,1,6.0,6.0,26.0%,2020,17,dst
13,Dallas Cowboys (DAL),2,1,1,0,0,0,0,1,6.0,6.0,93.2%,2020,17,dst
14,Tampa Bay Buccaneers (TB),1,0,2,2,0,0,0,1,5.0,5.0,20.7%,2020,17,dst
15,Seattle Seahawks (SEA),3,0,1,1,0,0,0,1,5.0,5.0,26.9%,2020,17,dst
16,Los Angeles Chargers (LAC),1,0,1,0,0,1,0,1,5.0,5.0,16.5%,2020,17,dst
17,Las Vegas Raiders (LV),2,0,0,0,0,0,0,1,5.0,5.0,21.9%,2020,17,dst
18,Pittsburgh Steelers (PIT),4,0,0,0,0,0,0,1,4.0,4.0,76.5%,2020,17,dst
19,Cleveland Browns (CLE),1,1,0,0,0,0,0,1,3.0,3.0,94.3%,2020,17,dst
20,Tennessee Titans (TEN),4,1,0,0,0,0,0,1,2.0,2.0,3.5%,2020,17,dst
21,San Francisco 49ers (SF),2,0,0,0,0,0,0,1,2.0,2.0,98.1%,2020,17,dst
22,New York Jets (NYJ),3,0,0,1,0,0,0,1,2.0,2.0,82.9%,2020,17,dst
23,Carolina Panthers (CAR),2,0,0,1,0,0,0,1,1.0,1.0,2.9%,2020,17,dst
24,Miami Dolphins (MIA),1,2,0,0,0,0,0,1,1.0,1.0,69.0%,2020,17,dst
25,Minnesota Vikings (MIN),1,1,1,0,0,0,0,1,1.0,1.0,11.6%,2020,17,dst
26,Jacksonville Jaguars (JAC),0,1,0,0,0,0,0,1,1.0,1.0,47.2%,2020,17,dst
27,Houston Texans (HOU),2,0,1,2,0,0,0,1,0.0,0.0,29.9%,2020,17,dst
28,Atlanta Falcons (ATL),1,1,0,0,0,0,0,1,-1.0,-1.0,16.5%,2020,17,dst
29,Kansas City Chiefs (KC),3,0,0,0,0,0,0,1,-1.0,-1.0,77.0%,2020,17,dst
30,Detroit Lions (DET),3,0,0,2,0,0,0,1,-1.0,-1.0,43.8%,2020,17,dst
31,Chicago Bears (CHI),1,0,1,0,0,0,0,1,-1.0,-1.0,31.1%,2020,17,dst
32,Cincinnati Bengals (CIN),0,1,0,0,0,0,0,1,-2.0,-2.0,48.8%,2020,17,dst
1,Arizona Cardinals (ARI),6,1,2,2,0,0,0,1,16.0,16.0,0.8%,2021,1,dst
2,New Orleans Saints (NO),2,2,1,1,0,0,0,1,15.0,15.0,63.8%,2021,1,dst
3,Pittsburgh Steelers (PIT),3,0,1,4,0,0,1,1,14.0,14.0,76.5%,2021,1,dst
4,San Francisco 49ers (SF),3,1,0,0,1,0,0,1,10.0,10.0,98.1%,2021,1,dst
5,Philadelphia Eagles (PHI),3,0,0,0,0,0,0,1,10.0,10.0,50.8%,2021,1,dst
6,Carolina Panthers (CAR),6,1,0,1,0,0,0,1,9.0,9.0,2.9%,2021,1,dst
7,Los Angeles Rams (LAR),3,1,1,1,0,0,0,1,8.0,8.0,21.1%,2021,1,dst
8,Denver Broncos (DEN),2,0,1,1,0,0,0,1,8.0,8.0,34.5%,2021,1,dst
9,Houston Texans (HOU),1,3,0,1,0,0,0,1,7.0,7.0,29.9%,2021,1,dst
10,Dallas Cowboys (DAL),0,2,2,2,0,0,0,1,7.0,7.0,93.2%,2021,1,dst
11,Las Vegas Raiders (LV),3,0,2,2,0,0,0,1,7.0,7.0,21.9%,2021,1,dst
12,Seattle Seahawks (SEA),3,0,1,0,0,0,0,1,6.0,6.0,26.9%,2021,1,dst
13,Miami Dolphins (MIA),1,0,2,3,0,0,0,1,6.0,6.0,69.0%,2021,1,dst
14,Washington Commanders (WAS),2,1,0,1,0,0,0,1,5.0,5.0,8.1%,2021,1,dst
15,Cincinnati Bengals (CIN),3,0,1,1,0,0,0,1,5.0,5.0,48.8%,2021,1,dst
16,Kansas City Chiefs (KC),2,1,1,2,0,0,0,1,5.0,5.0,77.0%,2021,1,dst
17,Minnesota Vikings (MIN),5,0,0,0,0,0,0,1,5.0,5.0,11.6%,2021,1,dst
18,New England Patriots (NE),2,1,0,0,0,0,0,1,5.0,5.0,13.3%,2021,1,dst
19,Baltimore Ravens (BAL),3,1,0,0,0,0,0,1,4.0,4.0,87.5%,2021,1,dst
20,Los Angeles Chargers (LAC),1,0,1,2,0,0,0,1,4.0,4.0,16.5%,2021,1,dst
21,Indianapolis Colts (IND),3,0,1,1,0,0,0,1,4.0,4.0,24.5%,2021,1,dst
22,New York Jets (NYJ),1,0,1,0,0,0,0,1,4.0,4.0,82.9%,2021,1,dst
23,New York Giants (NYG),2,0,1,1,0,0,0,1,4.0,4.0,3.1%,2021,1,dst
24,Buffalo Bills (BUF),2,0,0,1,0,0,0,1,3.0,3.0,62.6%,2021,1,dst
25,Tampa Bay Buccaneers (TB),1,1,0,0,0,0,0,1,2.0,2.0,20.7%,2021,1,dst
26,Cleveland Browns (CLE),2,0,0,0,0,0,0,1,1.0,1.0,94.3%,2021,1,dst
27,Detroit Lions (DET),1,0,2,1,0,0,0,1,1.0,1.0,43.8%,2021,1,dst
28,Chicago Bears (CHI),1,0,0,0,0,0,0,1,0.0,0.0,31.1%,2021,1,dst
29,Atlanta Falcons (ATL),1,0,0,0,0,0,0,1,0.0,0.0,16.5%,2021,1,dst
30,Tennessee Titans (TEN),2,1,0,0,0,0,0,1,0.0,0.0,3.5%,2021,1,dst
31,Jacksonville Jaguars (JAC),1,0,0,0,0,0,0,1,-3.0,-3.0,47.2%,2021,1,dst
32,Green Bay Packers (GB),0,0,0,0,0,0,0,1,-4.0,-4.0,26.0%,2021,1,dst
1,Buffalo Bills (BUF),6,1,2,1,0,0,0,1,22.0,22.0,62.6%,2021,2,dst
2,Chicago Bears (CHI),5,3,1,1,1,0,0,1,20.0,20.0,31.1%,2021,2,dst
3,Tampa Bay Buccaneers (TB),1,3,0,0,2,0,0,1,19.0,19.0,20.7%,2021,2,dst
4,New England Patriots (NE),4,4,0,0,0,0,0,1,19.0,19.0,13.3%,2021,2,dst
5,Carolina Panthers (CAR),4,2,0,0,0,0,0,1,12.0,12.0,2.9%,2021,2,dst
6,Minnesota Vikings (MIN),3,2,0,1,1,0,0,1,12.0,12.0,11.6%,2021,2,dst
7,Indianapolis Colts (IND),1,1,1,1,1,0,0,1,11.0,11.0,24.5%,2021,2,dst
8,Denver Broncos (DEN),1,2,0,0,0,0,0,1,9.0,9.0,34.5%,2021,2,dst
9,Jacksonville Jaguars (JAC),3,0,0,0,0,0,1,1,9.0,9.0,47.2%,2021,2,dst
10,San Francisco 49ers (SF),2,0,0,1,0,0,0,1,8.0,8.0,98.1%,2021,2,dst
11,Los Angeles Rams (LAR),3,2,0,0,0,0,0,1,8.0,8.0,21.1%,2021,2,dst
12,Dallas Cowboys (DAL),2,2,0,0,0,0,0,1,7.0,7.0,93.2%,2021,2,dst
13,Kansas City Chiefs (KC),1,2,0,0,1,0,0,1,7.0,7.0,77.0%,2021,2,dst
14,Green Bay Packers (GB),1,1,1,0,0,0,0,1,6.0,6.0,26.0%,2021,2,dst
15,Cincinnati Bengals (CIN),3,1,0,1,0,0,0,1,6.0,6.0,48.8%,2021,2,dst
16,New Orleans Saints (NO),2,1,0,0,0,0,0,1,6.0,6.0,63.8%,2021,2,dst
17,Los Angeles Chargers (LAC),2,1,0,1,0,0,0,1,5.0,5.0,16.5%,2021,2,dst
18,Houston Texans (HOU),2,1,1,2,0,0,0,1,5.0,5.0,29.9%,2021,2,dst
19,Las Vegas Raiders (LV),2,1,0,0,0,0,0,1,5.0,5.0,21.9%,2021,2,dst
20,Cleveland Browns (CLE),1,1,1,1,0,0,0,1,5.0,5.0,94.3%,2021,2,dst
21,Seattle Seahawks (SEA),3,0,1,1,0,0,0,1,4.0,4.0,26.9%,2021,2,dst
22,Washington Commanders (WAS),4,0,0,0,0,0,0,1,3.0,3.0,8.1%,2021,2,dst
23,Miami Dolphins (MIA),1,1,2,2,0,0,0,1,3.0,3.0,69.0%,2021,2,dst
24,Baltimore Ravens (BAL),0,1,1,1,1,0,0,1,3.0,3.0,87.5%,2021,2,dst
25,New York Jets (NYJ),3,0,0,1,0,0,0,1,3.0,3.0,82.9%,2021,2,dst
26,Pittsburgh Steelers (PIT),2,0,0,1,0,0,0,1,2.0,2.0,76.5%,2021,2,dst
27,New York Giants (NYG),1,1,0,0,0,0,0,1,2.0,2.0,3.1%,2021,2,dst
28,Tennessee Titans (TEN),3,0,0,0,0,0,0,1,2.0,2.0,3.5%,2021,2,dst
29,Philadelphia Eagles (PHI),0,0,0,1,0,0,0,1,1.0,1.0,50.8%,2021,2,dst
30,Atlanta Falcons (ATL),3,0,1,2,0,0,0,1,1.0,1.0,16.5%,2021,2,dst
31,Arizona Cardinals (ARI),1,0,0,2,0,0,0,1,1.0,1.0,0.8%,2021,2,dst
32,Detroit Lions (DET),3,0,0,0,0,0,0,1,-1.0,-1.0,43.8%,2021,2,dst
1,Arizona Cardinals (ARI),3,2,2,3,1,0,0,1,21.0,21.0,0.8%,2021,3,dst
2,New Orleans Saints (NO),2,3,0,0,1,0,0,1,20.0,20.0,63.8%,2021,3,dst
3,Denver Broncos (DEN),5,2,0,0,0,0,0,1,19.0,19.0,34.5%,2021,3,dst
4,Cleveland Browns (CLE),9,0,0,0,0,0,0,1,16.0,16.0,94.3%,2021,3,dst
5,Dallas Cowboys (DAL),2,2,0,0,1,0,0,1,13.0,13.0,93.2%,2021,3,dst
6,Cincinnati Bengals (CIN),4,2,0,1,0,0,0,1,12.0,12.0,48.8%,2021,3,dst
7,Los Angeles Chargers (LAC),2,2,2,2,0,0,0,1,10.0,10.0,16.5%,2021,3,dst
8,Miami Dolphins (MIA),3,1,0,1,1,0,0,1,10.0,10.0,69.0%,2021,3,dst
9,Jacksonville Jaguars (JAC),0,1,0,0,0,0,0,1,8.0,8.0,47.2%,2021,3,dst
10,Philadelphia Eagles (PHI),4,0,1,1,1,0,0,1,8.0,8.0,50.8%,2021,3,dst
11,Carolina Panthers (CAR),4,0,0,0,0,0,0,1,8.0,8.0,2.9%,2021,3,dst
12,Buffalo Bills (BUF),1,2,1,1,0,0,0,1,7.0,7.0,62.6%,2021,3,dst
13,Detroit Lions (DET),4,1,0,1,0,0,0,1,7.0,7.0,43.8%,2021,3,dst
14,Green Bay Packers (GB),4,1,1,1,0,0,0,1,7.0,7.0,26.0%,2021,3,dst
15,Indianapolis Colts (IND),1,2,1,1,0,0,0,1,7.0,7.0,24.5%,2021,3,dst
16,New York Giants (NYG),3,0,1,1,0,0,0,1,6.0,6.0,3.1%,2021,3,dst
17,Chicago Bears (CHI),5,0,0,0,0,0,0,1,5.0,5.0,31.1%,2021,3,dst
18,Atlanta Falcons (ATL),2,0,1,2,0,0,0,1,5.0,5.0,16.5%,2021,3,dst
19,New York Jets (NYJ),2,0,1,1,0,0,0,1,4.0,4.0,82.9%,2021,3,dst
20,Las Vegas Raiders (LV),2,0,0,1,0,1,0,1,4.0,4.0,21.9%,2021,3,dst
21,Minnesota Vikings (MIN),2,0,0,0,0,0,0,1,3.0,3.0,11.6%,2021,3,dst
22,New England Patriots (NE),3,0,0,0,0,0,0,1,3.0,3.0,13.3%,2021,3,dst
23,Houston Texans (HOU),3,0,0,2,0,0,0,1,3.0,3.0,29.9%,2021,3,dst
24,Baltimore Ravens (BAL),2,0,0,0,0,0,0,1,3.0,3.0,87.5%,2021,3,dst
25,Los Angeles Rams (LAR),3,0,0,2,0,0,0,1,3.0,3.0,21.1%,2021,3,dst
26,Tennessee Titans (TEN),2,0,0,0,0,0,0,1,3.0,3.0,3.5%,2021,3,dst
27,Pittsburgh Steelers (PIT),0,1,0,0,0,0,0,1,2.0,2.0,76.5%,2021,3,dst
28,Kansas City Chiefs (KC),1,0,0,1,0,0,0,1,0.0,0.0,77.0%,2021,3,dst
29,Seattle Seahawks (SEA),1,0,0,1,0,0,0,1,0.0,0.0,26.9%,2021,3,dst
30,San Francisco 49ers (SF),1,0,0,1,0,0,0,1,0.0,0.0,98.1%,2021,3,dst
31,Tampa Bay Buccaneers (TB),1,0,0,1,0,0,0,1,0.0,0.0,20.7%,2021,3,dst
32,Washington Commanders (WAS),0,0,0,0,0,0,0,1,-4.0,-4.0,8.1%,2021,3,dst
1,Buffalo Bills (BUF),3,4,1,1,0,0,0,1,23.0,23.0,62.6%,2021,4,dst
2,Baltimore Ravens (BAL),5,1,0,0,0,0,0,1,11.0,11.0,87.5%,2021,4,dst
3,Tampa Bay Buccaneers (TB),4,1,1,1,0,0,0,1,9.0,9.0,20.7%,2021,4,dst
4,Chicago Bears (CHI),4,0,2,2,0,0,0,1,9.0,9.0,31.1%,2021,4,dst
5,Indianapolis Colts (IND),3,0,2,1,0,0,0,1,8.0,8.0,24.5%,2021,4,dst
6,Cleveland Browns (CLE),2,1,0,0,0,0,0,1,8.0,8.0,94.3%,2021,4,dst
7,Dallas Cowboys (DAL),5,2,0,0,0,0,0,1,8.0,8.0,93.2%,2021,4,dst
8,Los Angeles Chargers (LAC),4,1,0,1,0,0,0,1,7.0,7.0,16.5%,2021,4,dst
9,Green Bay Packers (GB),2,1,1,1,0,0,0,1,7.0,7.0,26.0%,2021,4,dst
10,New York Jets (NYJ),7,0,0,0,0,0,0,1,7.0,7.0,82.9%,2021,4,dst
11,Washington Commanders (WAS),1,0,0,1,0,0,1,1,6.0,6.0,8.1%,2021,4,dst
12,Seattle Seahawks (SEA),2,1,1,0,0,0,0,1,6.0,6.0,26.9%,2021,4,dst
13,Pittsburgh Steelers (PIT),3,0,1,1,0,0,0,1,5.0,5.0,76.5%,2021,4,dst
14,Arizona Cardinals (ARI),0,1,1,1,0,0,0,1,5.0,5.0,0.8%,2021,4,dst
15,Miami Dolphins (MIA),2,0,1,0,0,0,0,1,4.0,4.0,69.0%,2021,4,dst
16,Minnesota Vikings (MIN),3,0,0,0,0,0,0,1,4.0,4.0,11.6%,2021,4,dst
17,Denver Broncos (DEN),3,0,0,0,0,0,0,1,3.0,3.0,34.5%,2021,4,dst
18,Tennessee Titans (TEN),1,1,0,1,0,0,0,1,3.0,3.0,3.5%,2021,4,dst
19,Detroit Lions (DET),1,1,0,1,0,0,0,1,3.0,3.0,43.8%,2021,4,dst
20,New England Patriots (NE),1,0,0,0,0,0,0,1,2.0,2.0,13.3%,2021,4,dst
21,New Orleans Saints (NO),0,1,0,2,0,0,0,1,2.0,2.0,63.8%,2021,4,dst
22,New York Giants (NYG),0,1,0,0,0,0,0,1,2.0,2.0,3.1%,2021,4,dst
23,San Francisco 49ers (SF),3,0,0,2,0,0,0,1,2.0,2.0,98.1%,2021,4,dst
24,Kansas City Chiefs (KC),3,0,0,2,0,0,0,1,2.0,2.0,77.0%,2021,4,dst
25,Cincinnati Bengals (CIN),1,0,0,0,0,0,0,1,1.0,1.0,48.8%,2021,4,dst
26,Jacksonville Jaguars (JAC),1,0,0,0,0,0,0,1,1.0,1.0,47.2%,2021,4,dst
27,Las Vegas Raiders (LV),2,0,0,0,0,0,0,1,1.0,1.0,21.9%,2021,4,dst
28,Atlanta Falcons (ATL),1,0,0,0,0,0,0,1,0.0,0.0,16.5%,2021,4,dst
29,Houston Texans (HOU),1,1,0,2,0,0,0,1,-1.0,-1.0,29.9%,2021,4,dst
30,Los Angeles Rams (LAR),3,0,0,1,0,0,0,1,-1.0,-1.0,21.1%,2021,4,dst
31,Philadelphia Eagles (PHI),1,1,0,0,0,0,0,1,-1.0,-1.0,50.8%,2021,4,dst
32,Carolina Panthers (CAR),0,0,0,0,0,0,0,1,-4.0,-4.0,2.9%,2021,4,dst
1,Buffalo Bills (BUF),2,2,2,0,1,0,0,1,17.0,17.0,62.6%,2021,5,dst
2,Tennessee Titans (TEN),2,1,1,1,1,0,0,1,13.0,13.0,3.5%,2021,5,dst
3,Philadelphia Eagles (PHI),3,3,0,0,0,0,0,1,12.0,12.0,50.8%,2021,5,dst
4,Dallas Cowboys (DAL),0,2,0,0,1,0,0,1,11.0,11.0,93.2%,2021,5,dst
5,Minnesota Vikings (MIN),4,1,1,1,0,0,0,1,9.0,9.0,11.6%,2021,5,dst
6,Chicago Bears (CHI),3,1,0,0,0,0,0,1,9.0,9.0,31.1%,2021,5,dst
7,Arizona Cardinals (ARI),2,1,0,0,0,0,0,1,8.0,8.0,0.8%,2021,5,dst
8,Tampa Bay Buccaneers (TB),3,1,1,1,0,0,0,1,8.0,8.0,20.7%,2021,5,dst
9,Carolina Panthers (CAR),2,1,1,1,0,1,0,1,8.0,8.0,2.9%,2021,5,dst
10,Los Angeles Rams (LAR),2,2,0,0,0,0,0,1,7.0,7.0,21.1%,2021,5,dst
11,Detroit Lions (DET),2,1,1,1,0,0,0,1,7.0,7.0,43.8%,2021,5,dst
12,Green Bay Packers (GB),3,2,0,0,0,0,0,1,7.0,7.0,26.0%,2021,5,dst
13,Baltimore Ravens (BAL),2,0,1,1,0,0,0,1,6.0,6.0,87.5%,2021,5,dst
14,New Orleans Saints (NO),2,2,0,0,0,0,0,1,6.0,6.0,63.8%,2021,5,dst
15,San Francisco 49ers (SF),2,0,1,1,0,0,0,1,5.0,5.0,98.1%,2021,5,dst
16,Pittsburgh Steelers (PIT),2,1,0,0,0,0,0,1,5.0,5.0,76.5%,2021,5,dst
17,New England Patriots (NE),3,0,1,1,0,0,0,1,5.0,5.0,13.3%,2021,5,dst
18,Washington Commanders (WAS),2,1,1,1,0,0,0,1,5.0,5.0,8.1%,2021,5,dst
19,Atlanta Falcons (ATL),2,1,0,1,0,0,0,1,5.0,5.0,16.5%,2021,5,dst
20,Houston Texans (HOU),1,1,1,1,0,0,0,1,5.0,5.0,29.9%,2021,5,dst
21,New York Jets (NYJ),0,0,2,3,0,0,0,1,4.0,4.0,82.9%,2021,5,dst
22,Cincinnati Bengals (CIN),2,1,0,0,0,0,0,1,4.0,4.0,48.8%,2021,5,dst
23,Las Vegas Raiders (LV),2,0,0,0,0,0,0,1,3.0,3.0,21.9%,2021,5,dst
24,Indianapolis Colts (IND),2,0,1,1,0,0,0,1,3.0,3.0,24.5%,2021,5,dst
25,Seattle Seahawks (SEA),1,1,0,0,0,0,0,1,3.0,3.0,26.9%,2021,5,dst
26,Denver Broncos (DEN),1,0,1,1,0,0,0,1,3.0,3.0,34.5%,2021,5,dst
27,New York Giants (NYG),2,1,1,1,0,0,0,1,2.0,2.0,3.1%,2021,5,dst
28,Jacksonville Jaguars (JAC),3,0,0,0,0,0,0,1,2.0,2.0,47.2%,2021,5,dst
29,Cleveland Browns (CLE),2,0,1,2,0,0,0,1,0.0,0.0,94.3%,2021,5,dst
30,Kansas City Chiefs (KC),0,0,0,0,0,0,0,1,-1.0,-1.0,77.0%,2021,5,dst
31,Miami Dolphins (MIA),2,0,0,0,0,0,0,1,-2.0,-2.0,69.0%,2021,5,dst
32,Los Angeles Chargers (LAC),1,0,0,1,0,0,0,1,-3.0,-3.0,16.5%,2021,5,dst
1,Los Angeles Rams (LAR),4,3,1,2,0,0,0,1,16.0,16.0,21.1%,2021,6,dst
2,Indianapolis Colts (IND),2,2,1,1,0,0,0,1,15.0,15.0,24.5%,2021,6,dst
3,Las Vegas Raiders (LV),5,3,1,1,0,0,0,1,13.0,13.0,21.9%,2021,6,dst
4,Dallas Cowboys (DAL),2,1,1,1,1,0,0,1,13.0,13.0,93.2%,2021,6,dst
5,Arizona Cardinals (ARI),5,1,2,2,0,0,0,1,12.0,12.0,0.8%,2021,6,dst
6,Baltimore Ravens (BAL),2,1,0,0,0,0,0,1,11.0,11.0,87.5%,2021,6,dst
7,Minnesota Vikings (MIN),4,1,2,2,0,0,0,1,10.0,10.0,11.6%,2021,6,dst
8,Carolina Panthers (CAR),0,0,1,2,0,0,1,1,9.0,9.0,2.9%,2021,6,dst
