rank,player,def_sacks,def_int,fr,def_fum_forced,def td,def_safety,def_special_teams_td,g,fpts,fpts_per_game,rost,year,week,pos
9,Pittsburgh Steelers (PIT),5,0,1,3,0,0,0,1,8.0,8.0,76.5%,2021,6,dst
10,Kansas City Chiefs (KC),0,1,1,1,0,0,0,1,8.0,8.0,77.0%,2021,6,dst
11,Washington Commanders (WAS),3,2,1,1,0,0,0,1,8.0,8.0,8.1%,2021,6,dst
12,Green Bay Packers (GB),4,1,0,0,0,0,0,1,7.0,7.0,26.0%,2021,6,dst
13,Cincinnati Bengals (CIN),1,1,0,0,0,0,0,1,7.0,7.0,48.8%,2021,6,dst
14,Los Angeles Chargers (LAC),3,2,0,1,0,0,0,1,6.0,6.0,16.5%,2021,6,dst
15,Tennessee Titans (TEN),3,1,0,1,0,0,0,1,4.0,4.0,3.5%,2021,6,dst
16,Tampa Bay Buccaneers (TB),2,1,0,0,0,0,0,1,4.0,4.0,20.7%,2021,6,dst
17,Miami Dolphins (MIA),2,0,1,1,0,0,0,1,4.0,4.0,69.0%,2021,6,dst
18,New England Patriots (NE),0,1,1,1,0,0,0,1,3.0,3.0,13.3%,2021,6,dst
19,Chicago Bears (CHI),3,0,0,0,0,0,0,1,3.0,3.0,31.1%,2021,6,dst
20,Seattle Seahawks (SEA),1,0,1,1,0,0,0,1,3.0,3.0,26.9%,2021,6,dst
21,Jacksonville Jaguars (JAC),0,1,0,1,0,0,0,1,3.0,3.0,47.2%,2021,6,dst
22,Detroit Lions (DET),2,1,0,1,0,0,0,1,3.0,3.0,43.8%,2021,6,dst
23,New York Giants (NYG),2,2,0,0,0,0,0,1,2.0,2.0,3.1%,2021,6,dst
24,Houston Texans (HOU),2,0,0,0,0,0,0,1,1.0,1.0,29.9%,2021,6,dst
25,Philadelphia Eagles (PHI),0,1,0,0,0,0,0,1,1.0,1.0,50.8%,2021,6,dst
26,Denver Broncos (DEN),2,0,0,0,0,0,0,1,1.0,1.0,34.5%,2021,6,dst
27,Buffalo Bills (BUF),0,1,0,0,0,0,0,1,1.0,1.0,62.6%,2021,6,dst
28,Cleveland Browns (CLE),2,0,0,2,0,0,0,1,-2.0,-2.0,94.3%,2021,6,dst
1,Tampa Bay Buccaneers (TB),4,3,2,3,0,0,0,1,21.0,21.0,20.7%,2021,7,dst
2,Tennessee Titans (TEN),4,1,2,3,0,0,0,1,17.0,17.0,3.5%,2021,7,dst
3,New York Giants (NYG),6,1,0,0,0,1,0,1,17.0,17.0,3.1%,2021,7,dst
4,Green Bay Packers (GB),4,1,1,4,0,0,0,1,14.0,14.0,26.0%,2021,7,dst
5,New England Patriots (NE),2,2,1,1,0,0,0,1,12.0,12.0,13.3%,2021,7,dst
6,Arizona Cardinals (ARI),2,0,1,1,0,0,0,1,11.0,11.0,0.8%,2021,7,dst
7,Indianapolis Colts (IND),2,2,2,2,0,0,0,1,11.0,11.0,24.5%,2021,7,dst
8,New Orleans Saints (NO),5,0,0,0,0,0,0,1,9.0,9.0,63.8%,2021,7,dst
9,Seattle Seahawks (SEA),2,0,1,1,0,0,0,1,8.0,8.0,26.9%,2021,7,dst
10,Los Angeles Rams (LAR),2,2,0,0,0,0,0,1,7.0,7.0,21.1%,2021,7,dst
11,Houston Texans (HOU),4,1,0,0,0,1,0,1,7.0,7.0,29.9%,2021,7,dst
12,Washington Commanders (WAS),3,0,1,2,0,0,0,1,7.0,7.0,8.1%,2021,7,dst
13,Las Vegas Raiders (LV),2,0,2,1,0,0,0,1,6.0,6.0,21.9%,2021,7,dst
14,Atlanta Falcons (ATL),1,2,0,0,0,0,0,1,6.0,6.0,16.5%,2021,7,dst
15,Cincinnati Bengals (CIN),5,0,0,1,0,0,0,1,6.0,6.0,48.8%,2021,7,dst
16,Cleveland Browns (CLE),2,1,0,0,0,0,0,1,5.0,5.0,94.3%,2021,7,dst
17,San Francisco 49ers (SF),1,0,2,3,0,0,0,1,4.0,4.0,98.1%,2021,7,dst
18,Denver Broncos (DEN),1,0,0,0,0,0,0,1,4.0,4.0,34.5%,2021,7,dst
19,Miami Dolphins (MIA),1,1,1,1,0,0,0,1,4.0,4.0,69.0%,2021,7,dst
20,Kansas City Chiefs (KC),1,1,0,0,0,0,0,1,3.0,3.0,77.0%,2021,7,dst
21,Carolina Panthers (CAR),2,0,0,0,0,0,0,1,2.0,2.0,2.9%,2021,7,dst
22,Philadelphia Eagles (PHI),0,1,0,0,0,0,0,1,1.0,1.0,50.8%,2021,7,dst
23,Detroit Lions (DET),1,0,0,0,0,0,0,1,0.0,0.0,43.8%,2021,7,dst
24,Baltimore Ravens (BAL),1,1,0,1,0,0,0,1,-1.0,-1.0,87.5%,2021,7,dst
25,Chicago Bears (CHI),0,0,1,1,0,0,0,1,-2.0,-2.0,31.1%,2021,7,dst
26,New York Jets (NYJ),1,0,0,0,0,0,0,1,-3.0,-3.0,82.9%,2021,7,dst
1,Philadelphia Eagles (PHI),6,0,1,3,1,0,0,1,21.0,21.0,50.8%,2021,8,dst
2,Denver Broncos (DEN),5,2,0,1,0,0,0,1,17.0,17.0,34.5%,2021,8,dst
3,New Orleans Saints (NO),3,2,1,1,1,0,0,1,15.0,15.0,63.8%,2021,8,dst
4,New England Patriots (NE),3,2,0,0,1,0,0,1,13.0,13.0,13.3%,2021,8,dst
5,Seattle Seahawks (SEA),1,1,0,0,0,0,1,1,13.0,13.0,26.9%,2021,8,dst
6,Tennessee Titans (TEN),1,2,1,1,1,0,0,1,12.0,12.0,3.5%,2021,8,dst
7,Buffalo Bills (BUF),2,1,1,1,0,0,0,1,12.0,12.0,62.6%,2021,8,dst
8,Carolina Panthers (CAR),3,2,0,0,0,0,0,1,11.0,11.0,2.9%,2021,8,dst
9,Pittsburgh Steelers (PIT),4,0,1,1,0,0,0,1,10.0,10.0,76.5%,2021,8,dst
10,Minnesota Vikings (MIN),3,1,1,2,0,0,0,1,8.0,8.0,11.6%,2021,8,dst
11,Green Bay Packers (GB),2,2,1,0,0,0,0,1,8.0,8.0,26.0%,2021,8,dst
12,Los Angeles Rams (LAR),5,1,0,1,0,0,0,1,7.0,7.0,21.1%,2021,8,dst
13,New York Giants (NYG),2,1,1,2,0,0,0,1,7.0,7.0,3.1%,2021,8,dst
14,Washington Commanders (WAS),4,0,1,1,0,0,0,1,7.0,7.0,8.1%,2021,8,dst
15,Cincinnati Bengals (CIN),2,2,1,1,0,0,0,1,7.0,7.0,48.8%,2021,8,dst
16,Kansas City Chiefs (KC),3,1,0,1,0,0,0,1,6.0,6.0,77.0%,2021,8,dst
17,Indianapolis Colts (IND),3,2,0,1,0,0,0,1,6.0,6.0,24.5%,2021,8,dst
18,San Francisco 49ers (SF),4,1,0,1,0,0,0,1,6.0,6.0,98.1%,2021,8,dst
19,New York Jets (NYJ),3,1,0,1,0,0,0,1,4.0,4.0,82.9%,2021,8,dst
20,Atlanta Falcons (ATL),0,0,1,1,0,0,0,1,3.0,3.0,16.5%,2021,8,dst
21,Cleveland Browns (CLE),2,0,0,0,0,0,0,1,3.0,3.0,94.3%,2021,8,dst
22,Los Angeles Chargers (LAC),1,0,1,1,0,0,0,1,3.0,3.0,16.5%,2021,8,dst
23,Dallas Cowboys (DAL),1,0,0,1,0,0,0,1,2.0,2.0,93.2%,2021,8,dst
24,Jacksonville Jaguars (JAC),3,0,0,0,0,0,0,1,2.0,2.0,47.2%,2021,8,dst
25,Arizona Cardinals (ARI),1,0,0,1,0,0,0,1,1.0,1.0,0.8%,2021,8,dst
26,Tampa Bay Buccaneers (TB),1,0,0,0,0,0,0,1,0.0,0.0,20.7%,2021,8,dst
27,Miami Dolphins (MIA),0,0,0,1,0,0,0,1,0.0,0.0,69.0%,2021,8,dst
28,Chicago Bears (CHI),0,0,0,0,0,0,0,1,-1.0,-1.0,31.1%,2021,8,dst
29,Houston Texans (HOU),1,0,0,0,0,0,0,1,-3.0,-3.0,29.9%,2021,8,dst
30,Detroit Lions (DET),0,0,0,0,0,0,0,1,-4.0,-4.0,43.8%,2021,8,dst
1,New England Patriots (NE),1,3,0,1,1,0,0,1,20.0,20.0,13.3%,2021,9,dst
2,Cleveland Browns (CLE),5,2,1,1,1,0,0,1,18.0,18.0,94.3%,2021,9,dst
3,Miami Dolphins (MIA),5,3,1,1,0,0,0,1,17.0,17.0,69.0%,2021,9,dst
4,Jacksonville Jaguars (JAC),4,2,1,2,0,0,0,1,17.0,17.0,47.2%,2021,9,dst
5,Tennessee Titans (TEN),5,2,0,0,1,0,0,1,16.0,16.0,3.5%,2021,9,dst
6,Houston Texans (HOU),4,2,3,2,0,0,0,1,15.0,15.0,29.9%,2021,9,dst
7,New York Giants (NYG),1,2,1,1,1,0,0,1,14.0,14.0,3.1%,2021,9,dst
8,Minnesota Vikings (MIN),3,2,0,0,0,0,1,1,12.0,12.0,11.6%,2021,9,dst
9,Arizona Cardinals (ARI),5,1,2,2,0,0,0,1,12.0,12.0,0.8%,2021,9,dst
10,Kansas City Chiefs (KC),1,1,1,0,0,0,0,1,11.0,11.0,77.0%,2021,9,dst
11,Chicago Bears (CHI),4,0,1,0,1,0,0,1,11.0,11.0,31.1%,2021,9,dst
12,Buffalo Bills (BUF),2,0,1,1,0,0,0,1,8.0,8.0,62.6%,2021,9,dst
13,Pittsburgh Steelers (PIT),3,1,1,0,0,0,0,1,7.0,7.0,76.5%,2021,9,dst
14,Carolina Panthers (CAR),2,1,1,2,0,0,0,1,7.0,7.0,2.9%,2021,9,dst
15,Denver Broncos (DEN),2,1,1,0,0,0,0,1,7.0,7.0,34.5%,2021,9,dst
16,Las Vegas Raiders (LV),3,0,1,1,0,0,0,1,6.0,6.0,21.9%,2021,9,dst
17,Los Angeles Rams (LAR),3,1,0,0,0,0,0,1,5.0,5.0,21.1%,2021,9,dst
18,Indianapolis Colts (IND),2,1,1,1,0,0,0,1,5.0,5.0,24.5%,2021,9,dst
19,Green Bay Packers (GB),1,0,0,0,0,0,0,1,5.0,5.0,26.0%,2021,9,dst
20,Dallas Cowboys (DAL),4,0,0,0,0,0,0,1,3.0,3.0,93.2%,2021,9,dst
21,Atlanta Falcons (ATL),1,0,1,1,0,0,0,1,3.0,3.0,16.5%,2021,9,dst
22,New Orleans Saints (NO),2,0,0,1,0,0,0,1,2.0,2.0,63.8%,2021,9,dst
23,San Francisco 49ers (SF),2,0,0,1,0,0,0,1,1.0,1.0,98.1%,2021,9,dst
24,Los Angeles Chargers (LAC),1,0,0,0,0,0,0,1,1.0,1.0,16.5%,2021,9,dst
25,Philadelphia Eagles (PHI),0,0,0,0,0,0,0,1,0.0,0.0,50.8%,2021,9,dst
26,Baltimore Ravens (BAL),0,0,0,0,0,0,0,1,-1.0,-1.0,87.5%,2021,9,dst
27,Cincinnati Bengals (CIN),2,0,0,1,0,0,0,1,-2.0,-2.0,48.8%,2021,9,dst
28,New York Jets (NYJ),1,0,0,2,0,0,0,1,-3.0,-3.0,82.9%,2021,9,dst
1,Dallas Cowboys (DAL),2,3,0,1,0,0,1,1,23.0,23.0,93.2%,2021,10,dst
2,Miami Dolphins (MIA),4,1,1,2,1,0,0,1,18.0,18.0,69.0%,2021,10,dst
3,Green Bay Packers (GB),3,2,0,0,0,0,0,1,17.0,17.0,26.0%,2021,10,dst
4,San Francisco 49ers (SF),2,2,0,0,1,0,0,1,16.0,16.0,98.1%,2021,10,dst
5,Philadelphia Eagles (PHI),1,0,1,2,1,0,0,1,15.0,15.0,50.8%,2021,10,dst
6,Indianapolis Colts (IND),3,0,1,1,0,0,1,1,14.0,14.0,24.5%,2021,10,dst
7,Buffalo Bills (BUF),1,4,1,1,0,0,0,1,12.0,12.0,62.6%,2021,10,dst
8,Carolina Panthers (CAR),4,1,1,1,0,0,0,1,12.0,12.0,2.9%,2021,10,dst
9,New England Patriots (NE),5,1,0,2,0,0,0,1,11.0,11.0,13.3%,2021,10,dst
10,Kansas City Chiefs (KC),2,1,1,1,0,0,0,1,7.0,7.0,77.0%,2021,10,dst
11,Detroit Lions (DET),0,1,2,2,0,0,0,1,7.0,7.0,43.8%,2021,10,dst
12,Tennessee Titans (TEN),4,0,1,0,0,0,0,1,6.0,6.0,3.5%,2021,10,dst
13,Tampa Bay Buccaneers (TB),5,0,1,1,0,0,0,1,6.0,6.0,20.7%,2021,10,dst
14,Pittsburgh Steelers (PIT),4,0,0,0,0,0,0,1,5.0,5.0,76.5%,2021,10,dst
15,Minnesota Vikings (MIN),2,1,0,0,0,0,0,1,5.0,5.0,11.6%,2021,10,dst
16,Washington Commanders (WAS),0,2,0,0,0,0,0,1,5.0,5.0,8.1%,2021,10,dst
17,Baltimore Ravens (BAL),4,0,0,2,0,0,0,1,5.0,5.0,87.5%,2021,10,dst
18,Denver Broncos (DEN),2,1,0,1,0,0,0,1,4.0,4.0,34.5%,2021,10,dst
19,Los Angeles Chargers (LAC),2,0,1,1,0,0,0,1,4.0,4.0,16.5%,2021,10,dst
20,Seattle Seahawks (SEA),1,1,0,0,0,0,0,1,4.0,4.0,26.9%,2021,10,dst
21,Arizona Cardinals (ARI),0,1,1,0,0,0,0,1,3.0,3.0,0.8%,2021,10,dst
22,Jacksonville Jaguars (JAC),1,0,0,0,0,0,0,1,2.0,2.0,47.2%,2021,10,dst
23,New Orleans Saints (NO),2,0,0,0,0,0,0,1,2.0,2.0,63.8%,2021,10,dst
24,New York Jets (NYJ),2,1,1,1,0,0,0,1,2.0,2.0,82.9%,2021,10,dst
25,Los Angeles Rams (LAR),1,0,0,0,0,0,0,1,1.0,1.0,21.1%,2021,10,dst
26,Atlanta Falcons (ATL),0,0,1,1,0,0,0,1,-2.0,-2.0,16.5%,2021,10,dst
27,Las Vegas Raiders (LV),0,0,1,1,0,0,0,1,-2.0,-2.0,21.9%,2021,10,dst
28,Cleveland Browns (CLE),2,0,0,0,0,0,0,1,-2.0,-2.0,94.3%,2021,10,dst
1,New England Patriots (NE),4,4,0,0,1,0,0,1,28.0,28.0,13.3%,2021,11,dst
2,Houston Texans (HOU),2,4,1,2,0,0,0,1,16.0,16.0,29.9%,2021,11,dst
3,Kansas City Chiefs (KC),5,2,1,2,0,0,0,1,15.0,15.0,77.0%,2021,11,dst
4,Tampa Bay Buccaneers (TB),2,2,1,1,0,0,0,1,12.0,12.0,20.7%,2021,11,dst
5,San Francisco 49ers (SF),3,0,2,1,0,0,0,1,11.0,11.0,98.1%,2021,11,dst
6,Philadelphia Eagles (PHI),0,2,1,1,1,0,0,1,11.0,11.0,50.8%,2021,11,dst
7,Cincinnati Bengals (CIN),2,1,1,1,0,0,0,1,10.0,10.0,48.8%,2021,11,dst
8,Indianapolis Colts (IND),1,3,1,1,0,0,0,1,10.0,10.0,24.5%,2021,11,dst
9,Baltimore Ravens (BAL),3,0,1,1,0,0,0,1,9.0,9.0,87.5%,2021,11,dst
10,Chicago Bears (CHI),6,1,0,1,0,0,0,1,9.0,9.0,31.1%,2021,11,dst
11,Detroit Lions (DET),1,2,0,0,0,0,0,1,9.0,9.0,43.8%,2021,11,dst
12,Arizona Cardinals (ARI),4,0,0,1,0,0,0,1,8.0,8.0,0.8%,2021,11,dst
13,Cleveland Browns (CLE),0,2,0,0,0,0,0,1,8.0,8.0,94.3%,2021,11,dst
14,Dallas Cowboys (DAL),3,1,1,1,0,0,0,1,8.0,8.0,93.2%,2021,11,dst
15,Atlanta Falcons (ATL),3,1,0,0,0,0,0,1,6.0,6.0,16.5%,2021,11,dst
16,Miami Dolphins (MIA),2,0,1,1,0,0,0,1,5.0,5.0,69.0%,2021,11,dst
17,Carolina Panthers (CAR),3,0,1,1,0,0,0,1,5.0,5.0,2.9%,2021,11,dst
18,Las Vegas Raiders (LV),3,0,1,1,0,0,0,1,4.0,4.0,21.9%,2021,11,dst
19,New Orleans Saints (NO),3,0,1,1,0,0,0,1,4.0,4.0,63.8%,2021,11,dst
20,New York Giants (NYG),1,1,0,0,0,0,0,1,2.0,2.0,3.1%,2021,11,dst
21,New York Jets (NYJ),0,1,0,0,0,0,0,1,2.0,2.0,82.9%,2021,11,dst
22,Pittsburgh Steelers (PIT),2,1,0,0,0,0,0,1,2.0,2.0,76.5%,2021,11,dst
23,Seattle Seahawks (SEA),2,0,0,2,0,0,0,1,2.0,2.0,26.9%,2021,11,dst
24,Jacksonville Jaguars (JAC),2,0,0,1,0,0,0,1,1.0,1.0,47.2%,2021,11,dst
25,Minnesota Vikings (MIN),2,0,0,1,0,0,0,1,1.0,1.0,11.6%,2021,11,dst
26,Green Bay Packers (GB),2,0,0,1,0,0,0,1,1.0,1.0,26.0%,2021,11,dst
27,Washington Commanders (WAS),1,0,0,0,0,0,0,1,1.0,1.0,8.1%,2021,11,dst
28,Tennessee Titans (TEN),0,0,0,0,1,0,0,1,0.0,0.0,3.5%,2021,11,dst
29,Los Angeles Chargers (LAC),3,0,0,1,0,0,0,1,-1.0,-1.0,16.5%,2021,11,dst
30,Buffalo Bills (BUF),0,0,0,0,0,0,0,1,-4.0,-4.0,62.6%,2021,11,dst
1,Miami Dolphins (MIA),5,3,0,0,0,0,1,1,23.0,23.0,69.0%,2021,12,dst
2,Cincinnati Bengals (CIN),3,2,1,1,1,0,0,1,19.0,19.0,48.8%,2021,12,dst
3,Denver Broncos (DEN),3,2,0,0,1,0,0,1,17.0,17.0,34.5%,2021,12,dst
4,New England Patriots (NE),2,1,3,5,0,0,0,1,14.0,14.0,13.3%,2021,12,dst
5,Green Bay Packers (GB),2,1,2,1,1,0,0,1,13.0,13.0,26.0%,2021,12,dst
6,New York Giants (NYG),1,3,1,1,0,0,0,1,13.0,13.0,3.1%,2021,12,dst
7,Tampa Bay Buccaneers (TB),3,2,3,2,0,0,0,1,12.0,12.0,20.7%,2021,12,dst
8,Buffalo Bills (BUF),2,1,0,0,0,0,0,1,11.0,11.0,62.6%,2021,12,dst
9,Baltimore Ravens (BAL),3,0,2,1,0,0,0,1,11.0,11.0,87.5%,2021,12,dst
10,Cleveland Browns (CLE),2,4,0,0,0,0,0,1,11.0,11.0,94.3%,2021,12,dst
11,Minnesota Vikings (MIN),2,1,0,0,0,0,1,1,9.0,9.0,11.6%,2021,12,dst
12,Seattle Seahawks (SEA),1,1,0,0,0,0,0,1,8.0,8.0,26.9%,2021,12,dst
13,New York Jets (NYJ),5,1,0,0,0,0,0,1,8.0,8.0,82.9%,2021,12,dst
14,Houston Texans (HOU),4,1,0,1,0,0,0,1,6.0,6.0,29.9%,2021,12,dst
15,Atlanta Falcons (ATL),1,1,1,2,0,0,0,1,6.0,6.0,16.5%,2021,12,dst
16,San Francisco 49ers (SF),1,1,1,2,0,0,0,1,5.0,5.0,98.1%,2021,12,dst
17,Philadelphia Eagles (PHI),1,0,0,0,0,0,0,1,5.0,5.0,50.8%,2021,12,dst
18,New Orleans Saints (NO),2,2,0,0,0,0,0,1,5.0,5.0,63.8%,2021,12,dst
19,Washington Commanders (WAS),2,0,1,1,0,0,0,1,5.0,5.0,8.1%,2021,12,dst
20,Dallas Cowboys (DAL),3,0,0,1,0,0,1,1,5.0,5.0,93.2%,2021,12,dst
21,Detroit Lions (DET),1,1,0,0,0,0,0,1,4.0,4.0,43.8%,2021,12,dst
22,Chicago Bears (CHI),1,0,1,2,0,0,0,1,4.0,4.0,31.1%,2021,12,dst
23,Carolina Panthers (CAR),2,0,1,1,0,0,0,1,4.0,4.0,2.9%,2021,12,dst
24,Jacksonville Jaguars (JAC),1,1,0,0,0,0,0,1,3.0,3.0,47.2%,2021,12,dst
25,Los Angeles Chargers (LAC),1,1,0,1,0,0,0,1,3.0,3.0,16.5%,2021,12,dst
26,Indianapolis Colts (IND),2,1,1,1,0,0,0,1,2.0,2.0,24.5%,2021,12,dst
27,Los Angeles Rams (LAR),1,0,1,1,0,0,0,1,2.0,2.0,21.1%,2021,12,dst
28,Las Vegas Raiders (LV),1,0,0,0,0,0,0,1,0.0,0.0,21.9%,2021,12,dst
29,Pittsburgh Steelers (PIT),2,1,0,0,0,0,0,1,0.0,0.0,76.5%,2021,12,dst
30,Tennessee Titans (TEN),2,0,0,0,0,0,0,1,-2.0,-2.0,3.5%,2021,12,dst
1,Los Angeles Chargers (LAC),6,2,2,2,1,0,0,1,20.0,20.0,16.5%,2021,13,dst
2,Indianapolis Colts (IND),4,1,1,1,0,0,0,1,18.0,18.0,24.5%,2021,13,dst
3,Dallas Cowboys (DAL),2,4,0,1,1,0,0,1,17.0,17.0,93.2%,2021,13,dst
4,Kansas City Chiefs (KC),1,2,1,1,1,0,0,1,17.0,17.0,77.0%,2021,13,dst
5,Arizona Cardinals (ARI),3,4,0,0,0,0,0,1,11.0,11.0,0.8%,2021,13,dst
6,Tampa Bay Buccaneers (TB),5,0,1,1,0,0,0,1,11.0,11.0,20.7%,2021,13,dst
7,Los Angeles Rams (LAR),2,0,2,2,0,0,0,1,10.0,10.0,21.1%,2021,13,dst
8,Pittsburgh Steelers (PIT),7,1,0,1,0,0,0,1,10.0,10.0,76.5%,2021,13,dst
9,San Francisco 49ers (SF),4,1,2,4,0,0,0,1,9.0,9.0,98.1%,2021,13,dst
10,Seattle Seahawks (SEA),1,2,1,0,0,1,0,1,9.0,9.0,26.9%,2021,13,dst
11,Miami Dolphins (MIA),3,1,0,0,0,0,0,1,9.0,9.0,69.0%,2021,13,dst
12,New England Patriots (NE),2,0,1,0,0,0,0,1,8.0,8.0,13.3%,2021,13,dst
13,Atlanta Falcons (ATL),0,1,0,0,1,0,0,1,7.0,7.0,16.5%,2021,13,dst
14,Cincinnati Bengals (CIN),4,1,2,2,0,0,0,1,6.0,6.0,48.8%,2021,13,dst
15,Minnesota Vikings (MIN),3,1,1,2,0,0,0,1,6.0,6.0,11.6%,2021,13,dst
16,Detroit Lions (DET),3,0,1,1,0,0,0,1,5.0,5.0,43.8%,2021,13,dst
17,Philadelphia Eagles (PHI),2,1,0,0,0,0,0,1,5.0,5.0,50.8%,2021,13,dst
18,Denver Broncos (DEN),1,1,0,0,0,0,0,1,4.0,4.0,34.5%,2021,13,dst
19,Las Vegas Raiders (LV),1,1,0,0,0,0,0,1,4.0,4.0,21.9%,2021,13,dst
20,Washington Commanders (WAS),2,0,0,0,0,0,0,1,3.0,3.0,8.1%,2021,13,dst
21,New Orleans Saints (NO),1,1,0,0,0,0,0,1,3.0,3.0,63.8%,2021,13,dst
22,New York Giants (NYG),2,0,0,0,0,0,0,1,3.0,3.0,3.1%,2021,13,dst
23,Buffalo Bills (BUF),0,0,1,0,0,0,0,1,3.0,3.0,62.6%,2021,13,dst
24,Baltimore Ravens (BAL),1,0,0,0,0,0,0,1,2.0,2.0,87.5%,2021,13,dst
25,Houston Texans (HOU),1,0,1,1,0,0,0,1,2.0,2.0,29.9%,2021,13,dst
26,New York Jets (NYJ),2,0,0,0,0,0,0,1,1.0,1.0,82.9%,2021,13,dst
27,Chicago Bears (CHI),1,0,0,0,0,0,0,1,0.0,0.0,31.1%,2021,13,dst
28,Jacksonville Jaguars (JAC),1,0,0,0,0,0,0,1,-3.0,-3.0,47.2%,2021,13,dst
1,Kansas City Chiefs (KC),4,1,4,4,1,0,0,1,24.0,24.0,77.0%,2021,14,dst
2,Dallas Cowboys (DAL),5,1,3,3,1,0,0,1,22.0,22.0,93.2%,2021,14,dst
3,Tennessee Titans (TEN),3,4,0,0,0,0,0,1,21.0,21.0,3.5%,2021,14,dst
4,Washington Commanders (WAS),4,2,0,0,1,0,0,1,14.0,14.0,8.1%,2021,14,dst
5,Cleveland Browns (CLE),4,0,2,2,1,0,0,1,14.0,14.0,94.3%,2021,14,dst
6,Atlanta Falcons (ATL),1,2,1,0,1,0,0,1,13.0,13.0,16.5%,2021,14,dst
7,Green Bay Packers (GB),2,2,1,1,1,0,0,1,13.0,13.0,26.0%,2021,14,dst
8,Denver Broncos (DEN),2,1,1,1,0,0,0,1,10.0,10.0,34.5%,2021,14,dst
9,San Francisco 49ers (SF),5,0,2,1,0,0,0,1,9.0,9.0,98.1%,2021,14,dst
10,Los Angeles Rams (LAR),4,2,0,0,0,0,0,1,8.0,8.0,21.1%,2021,14,dst
11,New Orleans Saints (NO),3,0,0,0,0,0,0,1,7.0,7.0,63.8%,2021,14,dst
12,Seattle Seahawks (SEA),2,0,0,0,0,0,0,1,6.0,6.0,26.9%,2021,14,dst
13,Minnesota Vikings (MIN),5,1,0,1,0,0,0,1,6.0,6.0,11.6%,2021,14,dst
14,Los Angeles Chargers (LAC),2,1,1,1,0,0,0,1,6.0,6.0,16.5%,2021,14,dst
15,Cincinnati Bengals (CIN),5,0,0,1,0,0,0,1,5.0,5.0,48.8%,2021,14,dst
16,Chicago Bears (CHI),3,0,0,0,0,0,1,1,5.0,5.0,31.1%,2021,14,dst
17,Jacksonville Jaguars (JAC),4,0,0,0,0,0,0,1,5.0,5.0,47.2%,2021,14,dst
18,Tampa Bay Buccaneers (TB),3,1,0,0,0,0,0,1,5.0,5.0,20.7%,2021,14,dst
19,Baltimore Ravens (BAL),0,1,0,0,0,0,0,1,3.0,3.0,87.5%,2021,14,dst
20,New York Jets (NYJ),3,0,0,0,0,0,0,1,2.0,2.0,82.9%,2021,14,dst
21,Arizona Cardinals (ARI),3,0,0,1,0,0,0,1,2.0,2.0,0.8%,2021,14,dst
22,Carolina Panthers (CAR),0,0,1,1,0,0,0,1,2.0,2.0,2.9%,2021,14,dst
23,Buffalo Bills (BUF),2,0,0,0,0,0,0,1,1.0,1.0,62.6%,2021,14,dst
24,Pittsburgh Steelers (PIT),0,2,0,0,0,0,0,1,0.0,0.0,76.5%,2021,14,dst
25,Las Vegas Raiders (LV),3,0,0,0,0,0,0,1,-1.0,-1.0,21.9%,2021,14,dst
26,Houston Texans (HOU),0,0,0,0,0,0,0,1,-1.0,-1.0,29.9%,2021,14,dst
27,New York Giants (NYG),2,0,0,0,0,0,0,1,-2.0,-2.0,3.1%,2021,14,dst
28,Detroit Lions (DET),1,0,0,0,0,0,0,1,-3.0,-3.0,43.8%,2021,14,dst
1,New Orleans Saints (NO),4,1,1,1,0,0,0,1,18.0,18.0,63.8%,2021,15,dst
2,Dallas Cowboys (DAL),1,3,1,1,0,0,0,1,16.0,16.0,93.2%,2021,15,dst
3,Pittsburgh Steelers (PIT),4,1,3,3,0,0,0,1,16.0,16.0,76.5%,2021,15,dst
4,Minnesota Vikings (MIN),3,0,3,3,0,0,0,1,15.0,15.0,11.6%,2021,15,dst
5,Indianapolis Colts (IND),1,2,0,1,0,0,1,1,14.0,14.0,24.5%,2021,15,dst
6,New York Jets (NYJ),1,2,1,0,1,0,0,1,12.0,12.0,82.9%,2021,15,dst
7,Houston Texans (HOU),3,0,0,0,0,0,1,1,10.0,10.0,29.9%,2021,15,dst
8,Miami Dolphins (MIA),6,0,1,1,0,0,0,1,9.0,9.0,69.0%,2021,15,dst
9,Los Angeles Rams (LAR),3,1,0,0,0,0,0,1,9.0,9.0,21.1%,2021,15,dst
10,San Francisco 49ers (SF),3,0,1,1,0,0,0,1,9.0,9.0,98.1%,2021,15,dst
11,Cincinnati Bengals (CIN),3,0,1,1,0,0,0,1,9.0,9.0,48.8%,2021,15,dst
12,Detroit Lions (DET),2,1,0,0,0,0,0,1,8.0,8.0,43.8%,2021,15,dst
13,Seattle Seahawks (SEA),4,1,0,0,0,0,0,1,7.0,7.0,26.9%,2021,15,dst
14,Washington Commanders (WAS),3,1,1,1,0,0,0,1,7.0,7.0,8.1%,2021,15,dst
15,Chicago Bears (CHI),4,1,0,1,0,0,0,1,7.0,7.0,31.1%,2021,15,dst
16,Buffalo Bills (BUF),4,1,0,1,0,0,0,1,7.0,7.0,62.6%,2021,15,dst
17,Cleveland Browns (CLE),2,1,1,2,0,0,0,1,7.0,7.0,94.3%,2021,15,dst
