rank,player,fg,fg_att,fg_perc,fg_longest,fg_1_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,xp,xp_att,g,fpts,fpts_per_game,rost,year,week,pos
28,Doug Brien (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,k
29,Charlie Rogers (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,k
30,James Tuthill (FA),3,4,75.0,53,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,k
31,Wade Richey (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,k
32,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,k
33,Billy Cundiff (FA),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,k
34,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,k
1,Jose Cortez (FA),1,1,100.0,45,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2002,8,k
2,Bill Gramatica (FA),0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,8,k
3,Jay Feely (FA),3,3,100.0,47,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,8,k
4,Todd Peterson (FA),1,1,100.0,34,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,8,k
5,Jason Elam (FA),1,3,33.3,19,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,8,k
6,John Carney (FA),2,2,100.0,40,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,8,k
7,Joe Nedney (FA),3,3,100.0,46,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,8,k
8,Neil Rackers (FA),1,1,100.0,44,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,8,k
9,Mike Hollis (FA),1,1,100.0,33,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,8,k
10,John Hall (FA),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,8,k
11,Jason Hanson (FA),1,1,100.0,35,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,8,k
12,Tim Seder (FA),1,3,33.3,34,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,8,k
13,Gary Anderson (FA),3,3,100.0,44,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,8,k
14,James Tuthill (FA),4,4,100.0,41,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,8,k
15,Morten Andersen (FA),2,2,100.0,46,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,8,k
16,Billy Cundiff (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,8,k
17,Rian Lindell (FA),1,1,100.0,20,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,8,k
18,Sebastian Janikowski (FA),1,2,50.0,32,0,0,0,0,0,1,1,1,1.0,1.0,20.0%,2002,8,k
19,Phil Dawson (FA),3,3,100.0,35,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,2002,8,k
20,Kris Brown (FA),2,3,66.7,45,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,8,k
21,Paul Edinger (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,8,k
22,Mike Vanderjagt (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,8,k
23,Matt Stover (FA),1,1,100.0,28,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,8,k
24,Adam Vinatieri (FA),1,1,100.0,26,0,0,0,0,0,1,1,1,1.0,1.0,0.2%,2002,8,k
25,Charlie Rogers (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,k
26,Hayden Epstein (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,k
27,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,k
28,Reginald Swinton (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,k
29,Michael Husted (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,k
30,Shayne Graham (FA),3,3,100.0,47,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,k
31,David Akers (FA),3,4,75.0,36,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,k
32,Matt Bryant (FA),1,1,100.0,26,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2002,8,k
33,Martin Gramatica (FA),4,4,100.0,53,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,k
34,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,k
1,Adam Vinatieri (FA),1,1,100.0,46,0,0,0,0,0,5,5,1,5.0,5.0,0.2%,2002,9,k
2,Neil Rackers (FA),1,1,100.0,25,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2002,9,k
3,Martin Gramatica (FA),1,2,50.0,36,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2002,9,k
4,John Hall (FA),3,4,75.0,38,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2002,9,k
5,Matt Bryant (FA),1,3,33.3,27,0,0,0,0,0,3,3,1,3.0,3.0,1.1%,2002,9,k
6,Ryan Longwell (FA),1,1,100.0,27,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,9,k
7,Gary Anderson (FA),1,1,100.0,26,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,9,k
8,Jeff Wilkins (FA),2,3,66.7,42,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,9,k
9,Jay Feely (FA),2,2,100.0,40,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,9,k
10,Jose Cortez (FA),3,5,60.0,23,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,9,k
11,Phil Dawson (FA),0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.1%,2002,9,k
12,Joe Nedney (FA),3,3,100.0,39,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,9,k
13,Todd Peterson (FA),3,4,75.0,43,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,9,k
14,Matt Stover (FA),1,1,100.0,32,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,9,k
15,Bill Gramatica (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,9,k
16,Tim Seder (FA),1,1,100.0,24,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,9,k
17,James Tuthill (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,9,k
18,Sebastian Janikowski (FA),2,2,100.0,42,0,0,0,0,0,2,2,1,2.0,2.0,20.0%,2002,9,k
19,Mike Vanderjagt (FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,9,k
20,Billy Cundiff (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,9,k
21,Steve Christie (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,9,k
22,Olindo Mare (FA),1,1,100.0,46,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,9,k
23,Mike Hollis (FA),0,3,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,9,k
24,Paul Edinger (FA),2,2,100.0,53,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,9,k
25,David Akers (FA),4,4,100.0,36,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,9,k
26,J.R. Jenkins (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,9,k
27,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,9,k
28,Reginald Swinton (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,9,k
29,Hayden Epstein (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,9,k
30,Wade Richey (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,9,k
31,Charlie Rogers (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,9,k
32,Jason Hanson (FA),3,3,100.0,44,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,9,k
33,Rian Lindell (FA),1,1,100.0,23,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,9,k
34,Kris Brown (FA),1,3,33.3,23,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,9,k
35,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,9,k
1,Matt Stover (FA),1,1,100.0,33,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2002,10,k
2,Mike Vanderjagt (FA),0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2002,10,k
3,John Carney (FA),2,2,100.0,39,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,10,k
4,Jay Feely (FA),2,3,66.7,40,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,10,k
5,Ryan Longwell (FA),4,4,100.0,40,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,10,k
6,Jeff Wilkins (FA),0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,10,k
7,Paul Edinger (FA),3,3,100.0,40,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,10,k
8,Shayne Graham (FA),1,1,100.0,19,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,10,k
9,Rian Lindell (FA),2,2,100.0,30,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,10,k
10,Steve Christie (FA),1,1,100.0,41,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,10,k
11,Neil Rackers (FA),2,2,100.0,43,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,10,k
12,Gary Anderson (FA),2,2,100.0,27,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,10,k
13,Jose Cortez (FA),1,2,50.0,42,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,10,k
14,Jason Hanson (FA),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,10,k
15,Tim Seder (FA),4,4,100.0,43,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,10,k
16,Todd Peterson (FA),2,4,50.0,34,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,10,k
17,Joe Nedney (FA),1,2,50.0,24,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,10,k
18,Sebastian Janikowski (FA),2,2,100.0,47,0,0,0,0,0,2,2,1,2.0,2.0,20.0%,2002,10,k
19,Olindo Mare (FA),1,1,100.0,28,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,10,k
20,John Hall (FA),2,2,100.0,30,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,10,k
21,Matt Bryant (FA),0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,1.1%,2002,10,k
22,Kris Brown (FA),1,1,100.0,51,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,10,k
23,Adam Vinatieri (FA),4,4,100.0,57,0,0,0,0,0,1,1,1,1.0,1.0,0.2%,2002,10,k
24,Jason Elam (FA),1,1,100.0,27,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,10,k
25,Morten Andersen (FA),2,2,100.0,43,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,10,k
26,James Tuthill (FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,10,k
27,David Akers (FA),2,2,100.0,34,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,10,k
28,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,10,k
29,Hayden Epstein (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,10,k
30,J.R. Jenkins (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,10,k
31,Wade Richey (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,10,k
32,Bill Gramatica (FA),2,2,100.0,40,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,10,k
33,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,10,k
1,David Akers (FA),1,1,100.0,34,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2002,11,k
2,Jason Elam (FA),1,2,50.0,45,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,11,k
3,Joe Nedney (FA),1,2,50.0,43,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,11,k
4,Gary Anderson (FA),1,1,100.0,32,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,11,k
5,Phil Dawson (FA),2,3,66.7,40,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,2002,11,k
6,Jay Feely (FA),1,2,50.0,42,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,11,k
7,Kris Brown (FA),0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,11,k
8,Sebastian Janikowski (FA),2,3,66.7,39,0,0,0,0,0,3,3,1,3.0,3.0,20.0%,2002,11,k
9,Tim Seder (FA),1,2,50.0,22,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,11,k
10,Ryan Longwell (FA),0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,11,k
11,Jeff Wilkins (FA),0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,11,k
12,Neil Rackers (FA),2,2,100.0,37,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,11,k
13,Adam Vinatieri (FA),2,3,66.7,36,0,0,0,0,0,2,2,1,2.0,2.0,0.2%,2002,11,k
14,Jose Cortez (FA),1,2,50.0,24,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,11,k
15,Mike Vanderjagt (FA),2,4,50.0,48,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,11,k
16,John Hall (FA),1,1,100.0,22,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,11,k
17,Morten Andersen (FA),1,2,50.0,38,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,11,k
18,John Carney (FA),1,1,100.0,35,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,11,k
19,Jason Hanson (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,11,k
20,Bill Gramatica (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,11,k
21,Olindo Mare (FA),2,2,100.0,49,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,11,k
22,Martin Gramatica (FA),3,3,100.0,41,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,11,k
23,James Tuthill (FA),1,2,50.0,31,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,11,k
24,Steve Christie (FA),2,3,66.7,40,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,11,k
25,Paul Edinger (FA),3,3,100.0,50,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,11,k
26,Todd Peterson (FA),0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,11,k
27,Matt Stover (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,11,k
28,Shayne Graham (FA),1,2,50.0,42,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,11,k
29,Matt Bryant (FA),4,4,100.0,43,0,0,0,0,0,1,1,1,1.0,1.0,1.1%,2002,11,k
30,Mike Hollis (FA),3,3,100.0,33,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,11,k
31,Charlie Rogers (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,11,k
32,Reginald Swinton (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,11,k
33,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,11,k
34,Hayden Epstein (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,11,k
35,Wade Richey (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,11,k
36,Billy Cundiff (FA),1,2,50.0,21,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,11,k
37,Rian Lindell (FA),3,3,100.0,52,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,11,k
38,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,11,k
1,Jay Feely (FA),0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2002,12,k
2,Sebastian Janikowski (FA),2,2,100.0,51,0,0,0,0,0,5,5,1,5.0,5.0,20.0%,2002,12,k
3,David Akers (FA),1,2,50.0,43,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2002,12,k
4,Rian Lindell (FA),1,2,50.0,37,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,12,k
5,John Hall (FA),1,2,50.0,23,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,12,k
6,Morten Andersen (FA),1,1,100.0,31,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,12,k
7,Phil Dawson (FA),1,1,100.0,28,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,2002,12,k
8,Olindo Mare (FA),3,4,75.0,38,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,12,k
9,Neil Rackers (FA),0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,12,k
10,Adam Vinatieri (FA),1,1,100.0,34,0,0,0,0,0,3,3,1,3.0,3.0,0.2%,2002,12,k
11,Billy Cundiff (FA),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,12,k
12,Matt Bryant (FA),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.1%,2002,12,k
13,Gary Anderson (FA),1,3,33.3,38,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,12,k
14,Paul Edinger (FA),2,3,66.7,40,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,12,k
15,Mike Vanderjagt (FA),3,3,100.0,54,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,12,k
16,Bill Gramatica (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,12,k
17,James Tuthill (FA),0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,12,k
18,Jeff Wilkins (FA),1,1,100.0,30,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,12,k
19,Jeff Reed (FA),3,4,75.0,45,0,0,0,0,0,2,3,1,2.0,2.0,0.0%,2002,12,k
20,Jeff Chandler (FA),1,1,100.0,35,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,12,k
21,Tim Seder (FA),1,2,50.0,31,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,12,k
22,Jason Hanson (FA),1,1,100.0,22,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,12,k
23,Jason Elam (FA),0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.0%,2002,12,k
24,Ryan Longwell (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,12,k
25,Mike Hollis (FA),2,2,100.0,43,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,12,k
26,Matt Stover (FA),2,2,100.0,43,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,12,k
27,Martin Gramatica (FA),2,2,100.0,51,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,12,k
28,Charlie Rogers (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,12,k
29,Wade Richey (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,12,k
30,Hayden Epstein (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,12,k
31,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,12,k
32,Reginald Swinton (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,12,k
33,Steve Christie (FA),1,2,50.0,38,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,12,k
34,John Carney (FA),3,3,100.0,48,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,12,k
35,Joe Nedney (FA),4,4,100.0,40,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,12,k
36,Kris Brown (FA),2,2,100.0,50,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,12,k
37,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,12,k
1,Morten Andersen (FA),0,1,0.0,0,0,0,0,0,0,7,7,1,7.0,7.0,0.0%,2002,13,k
2,Mike Hollis (FA),1,2,50.0,39,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2002,13,k
3,Jeff Chandler (FA),1,1,100.0,23,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,13,k
4,Jason Elam (FA),2,3,66.7,54,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,13,k
5,Billy Cundiff (FA),2,3,66.7,42,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,13,k
6,Ryan Longwell (FA),3,3,100.0,31,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,13,k
7,Rian Lindell (FA),1,1,100.0,20,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,13,k
8,Jay Feely (FA),1,1,100.0,44,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,13,k
9,Steve Christie (FA),3,6,50.0,40,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,13,k
10,Olindo Mare (FA),0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,13,k
11,Joe Nedney (FA),1,2,50.0,38,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,13,k
12,Gary Anderson (FA),1,2,50.0,29,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,13,k
13,Matt Stover (FA),0,2,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,13,k
14,Neil Rackers (FA),1,1,100.0,40,0,0,0,0,0,2,3,1,2.0,2.0,0.0%,2002,13,k
15,Matt Bryant (FA),3,3,100.0,38,0,0,0,0,0,2,2,1,2.0,2.0,1.1%,2002,13,k
16,John Hall (FA),2,3,66.7,45,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,13,k
17,Paul Edinger (FA),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,13,k
18,Sebastian Janikowski (FA),4,4,100.0,48,0,0,0,0,0,2,2,1,2.0,2.0,20.0%,2002,13,k
19,John Carney (FA),1,2,50.0,48,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,13,k
20,Adam Vinatieri (FA),2,2,100.0,31,0,0,0,0,0,2,2,1,2.0,2.0,0.2%,2002,13,k
21,Richie Cunningham (FA),1,1,100.0,23,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2002,13,k
22,James Tuthill (FA),0,1,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.0%,2002,13,k
23,Jeff Reed (FA),6,6,100.0,50,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,13,k
24,Shayne Graham (FA),2,4,50.0,44,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,13,k
25,Mike Vanderjagt (FA),2,2,100.0,46,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,13,k
26,David Akers (FA),1,1,100.0,31,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,13,k
27,Martin Gramatica (FA),1,2,50.0,51,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2002,13,k
28,Charlie Rogers (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,13,k
29,Jeff Wilkins (FA),1,2,50.0,22,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,13,k
30,Wade Richey (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,13,k
31,Hayden Epstein (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,13,k
32,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,13,k
33,Bill Gramatica (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,13,k
34,Jason Hanson (FA),4,4,100.0,46,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,13,k
35,Kris Brown (FA),1,1,100.0,34,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,13,k
36,Phil Dawson (FA),2,3,66.7,33,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2002,13,k
1,Morten Andersen (FA),0,0,0.0,0,0,0,0,0,0,7,7,1,7.0,7.0,0.0%,2002,14,k
2,Shayne Graham (FA),0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,0.0%,2002,14,k
3,John Carney (FA),3,3,100.0,34,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,14,k
4,Jeff Chandler (FA),1,3,33.3,47,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,14,k
5,Neil Rackers (FA),1,2,50.0,24,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,14,k
6,Martin Gramatica (FA),2,2,100.0,42,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2002,14,k
7,Phil Dawson (FA),0,2,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,2002,14,k
8,Matt Bryant (FA),2,3,66.7,42,0,0,0,0,0,3,3,1,3.0,3.0,1.1%,2002,14,k
9,Kris Brown (FA),1,1,100.0,43,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,14,k
10,Olindo Mare (FA),2,2,100.0,29,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,14,k
11,Joe Nedney (FA),2,2,100.0,35,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,14,k
12,Adam Vinatieri (FA),2,3,66.7,46,0,0,0,0,0,3,3,1,3.0,3.0,0.2%,2002,14,k
13,David Akers (FA),2,3,66.7,40,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,14,k
14,Billy Cundiff (FA),2,3,66.7,37,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2002,14,k
15,Sebastian Janikowski (FA),2,3,66.7,51,0,0,0,0,0,3,3,1,3.0,3.0,20.0%,2002,14,k
