rank,player,fg,fg_att,fg_perc,fg_longest,fg_1_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,xp,xp_att,g,fpts,fpts_per_game,rost,year,week,pos
50,Piotr Czech (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
51,Zac Derr (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
52,Ricky Schmit (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
53,Parker Douglass (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
54,Jason Reda (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
55,Garrett Rivas (TB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
56,Carlos Martinez (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
57,Andrew Wellock (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
58,Mark Hickok (NYG),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
59,MacKenzie Hoambrecker (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
60,Jason Myers (SEA),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,31.7%,2023,5,k
61,Andrew Jacas (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
62,Connor Hughes (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
63,Garrett Lindholm (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
64,Kai Forbath (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,2023,5,k
65,Dustin Hopkins (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,30.3%,2023,5,k
66,Saverio Rocca (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
1,Justin Tucker (BAL),6,6,100.0,41,0,4,1,1,0,0,1,1,19.0,19.0,98.8%,2023,6,k
2,Harrison Butker (KC),4,4,100.0,60,0,1,1,0,2,1,1,1,17.0,17.0,95.5%,2023,6,k
3,Dustin Hopkins (CLE),4,5,80.0,50,0,1,0,2,1,1,1,1,17.0,17.0,30.3%,2023,6,k
4,Brandon McManus (FA),3,3,100.0,51,0,0,0,2,1,4,4,1,17.0,17.0,18.2%,2023,6,k
5,Brett Maher (FA),4,4,100.0,43,0,2,1,1,0,2,2,1,15.0,15.0,0.6%,2023,6,k
6,Greg Zuerlein (NYJ),4,4,100.0,43,0,0,2,2,0,0,0,1,14.0,14.0,42.0%,2023,6,k
7,Daniel Carlson (LV),4,4,100.0,37,0,2,2,0,0,1,1,1,13.0,13.0,24.2%,2023,6,k
8,Greg Joseph (GB),2,3,66.7,53,0,0,0,0,2,1,2,1,11.0,11.0,3.7%,2023,6,k
9,Matt Prater (ARI),3,3,100.0,55,0,1,1,0,1,0,0,1,11.0,11.0,1.7%,2023,6,k
10,Nick Folk (TEN),3,3,100.0,38,0,2,1,0,0,1,1,1,10.0,10.0,9.4%,2023,6,k
11,Matt Gay (IND),2,2,100.0,56,0,1,0,0,1,2,2,1,10.0,10.0,35.3%,2023,6,k
12,Graham Gano (NYG),3,3,100.0,43,0,2,0,1,0,0,0,1,10.0,10.0,1.3%,2023,6,k
13,Cairo Santos (CHI),2,2,100.0,53,0,1,0,0,1,1,1,1,9.0,9.0,23.5%,2023,6,k
14,Blake Grupe (NO),2,4,50.0,48,0,0,0,2,0,1,1,1,9.0,9.0,3.8%,2023,6,k
15,Jason Myers (SEA),2,2,100.0,55,0,1,0,0,1,1,1,1,9.0,9.0,31.7%,2023,6,k
16,Brandon Aubrey (DAL),2,2,100.0,39,0,0,2,0,0,2,2,1,8.0,8.0,96.9%,2023,6,k
17,Ka'imi Fairbairn (HOU),2,2,100.0,24,0,2,0,0,0,2,2,1,8.0,8.0,48.7%,2023,6,k
18,Riley Patterson (JAC),2,3,66.7,36,0,0,2,0,0,2,2,1,8.0,8.0,13.1%,2023,6,k
19,Evan McPherson (CIN),1,1,100.0,52,0,0,0,0,1,2,2,1,7.0,7.0,83.0%,2023,6,k
20,Joey Slye (NE),1,1,100.0,37,0,0,1,0,0,3,3,1,6.0,6.0,0.6%,2023,6,k
21,Jason Sanders (MIA),0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,46.2%,2023,6,k
22,Chase McLaughlin (TB),2,2,100.0,36,0,0,2,0,0,0,0,1,6.0,6.0,6.7%,2023,6,k
23,Chad Ryland (NE),1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,0.3%,2023,6,k
24,Younghoe Koo (ATL),1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,65.6%,2023,6,k
25,Cameron Dicker (LAC),1,1,100.0,24,0,1,0,0,0,2,2,1,5.0,5.0,45.6%,2023,6,k
26,Jake Moody (SF),1,3,33.3,25,0,1,0,0,0,2,2,1,5.0,5.0,69.5%,2023,6,k
27,Eddy Pineiro (CAR),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.5%,2023,6,k
28,Jake Elliott (PHI),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,93.6%,2023,6,k
29,Tyler Bass (BUF),0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,47.3%,2023,6,k
30,Ramiz Ahmed (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,6,k
31,Michael Badgley (DET),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.6%,2023,6,k
32,Austin Seibert (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
33,Matthew Wright (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
34,Tanner Brown (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,2023,6,k
35,Anders Carlson (GB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,2023,6,k
36,John Parker Romo (MIN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
37,Jude McAtamney (NYG),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
38,Spencer Shrader (IND),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
39,James Turner (GB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
40,Harrison Mevis (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
41,Jack Browning (BUF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
42,Brayden Narveson (TEN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
43,Joshua Karty (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%,2023,6,k
44,Cam Little (JAC),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,2023,6,k
45,Charlie Smyth (NO),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
46,Will Reichard (MIN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,2023,6,k
47,Jake Bates (DET),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.5%,2023,6,k
48,Wil Lutz (DEN),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,10.3%,2023,6,k
49,Cade York (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,6,k
50,Steven Weatherford (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
51,Piotr Czech (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
52,Zac Derr (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
53,Ricky Schmit (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
54,Parker Douglass (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
55,Jason Reda (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
56,Garrett Rivas (TB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
57,Carlos Martinez (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
58,Andrew Wellock (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
59,Mark Hickok (NYG),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
60,MacKenzie Hoambrecker (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
61,Chris Boswell (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,17.1%,2023,6,k
62,Andrew Jacas (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
63,Connor Hughes (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
64,Garrett Lindholm (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
65,Kai Forbath (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,2023,6,k
66,Saverio Rocca (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,6,k
1,Dustin Hopkins (CLE),4,4,100.0,58,0,0,0,1,3,3,3,1,22.0,22.0,30.3%,2023,7,k
2,Wil Lutz (DEN),4,4,100.0,52,0,1,2,0,1,1,1,1,15.0,15.0,10.3%,2023,7,k
3,Younghoe Koo (ATL),3,3,100.0,51,0,1,0,1,1,1,1,1,13.0,13.0,65.6%,2023,7,k
4,Chad Ryland (NE),3,3,100.0,49,0,1,1,1,0,2,2,1,12.0,12.0,0.3%,2023,7,k
5,Greg Joseph (GB),3,4,75.0,54,0,2,0,0,1,1,2,1,12.0,12.0,3.7%,2023,7,k
6,Blake Grupe (NO),3,4,75.0,42,0,1,1,1,0,1,1,1,11.0,11.0,3.8%,2023,7,k
7,Jason Myers (SEA),2,2,100.0,48,0,1,0,1,0,2,2,1,9.0,9.0,31.7%,2023,7,k
8,Justin Tucker (BAL),1,1,100.0,32,0,0,1,0,0,5,5,1,8.0,8.0,98.8%,2023,7,k
9,Brandon McManus (FA),1,1,100.0,43,0,0,0,1,0,4,4,1,8.0,8.0,18.2%,2023,7,k
10,Cairo Santos (CHI),1,1,100.0,54,0,0,0,0,1,3,4,1,8.0,8.0,23.5%,2023,7,k
11,Matt Gay (IND),1,2,50.0,27,0,1,0,0,0,5,5,1,8.0,8.0,35.3%,2023,7,k
12,Chris Boswell (PIT),1,1,100.0,53,0,0,0,0,1,3,3,1,8.0,8.0,17.1%,2023,7,k
13,Harrison Butker (KC),1,1,100.0,35,0,0,1,0,0,4,4,1,7.0,7.0,95.5%,2023,7,k
14,Chase McLaughlin (TB),2,2,100.0,36,0,1,1,0,0,1,1,1,7.0,7.0,6.7%,2023,7,k
15,Daniel Carlson (LV),2,3,66.7,40,0,1,0,1,0,0,0,1,7.0,7.0,24.2%,2023,7,k
16,Jake Elliott (PHI),1,1,100.0,24,0,1,0,0,0,4,4,1,7.0,7.0,93.6%,2023,7,k
17,Jake Moody (SF),1,2,50.0,55,0,0,0,0,1,2,2,1,7.0,7.0,69.5%,2023,7,k
18,Cameron Dicker (LAC),1,1,100.0,55,0,0,0,0,1,2,2,1,7.0,7.0,45.6%,2023,7,k
19,Jason Sanders (MIA),1,1,100.0,40,0,0,0,1,0,2,2,1,6.0,6.0,46.2%,2023,7,k
20,Anders Carlson (GB),1,2,50.0,29,0,1,0,0,0,2,2,1,5.0,5.0,2.0%,2023,7,k
21,Matt Prater (ARI),1,2,50.0,44,0,0,0,1,0,1,1,1,5.0,5.0,1.7%,2023,7,k
22,Tyler Bass (BUF),1,2,50.0,36,0,0,1,0,0,2,2,1,5.0,5.0,47.3%,2023,7,k
23,Brett Maher (FA),1,3,33.3,41,0,0,0,1,0,0,1,1,4.0,4.0,0.6%,2023,7,k
24,Graham Gano (NYG),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.3%,2023,7,k
25,Joey Slye (NE),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.6%,2023,7,k
26,Ramiz Ahmed (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,7,k
27,Matthew Wright (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
28,Eddy Pineiro (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,2023,7,k
29,Michael Badgley (DET),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.6%,2023,7,k
30,Austin Seibert (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
31,Tanner Brown (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,2023,7,k
32,John Parker Romo (MIN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
33,Jude McAtamney (NYG),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
34,Spencer Shrader (IND),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
35,James Turner (GB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
36,Harrison Mevis (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
37,Brandon Aubrey (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,96.9%,2023,7,k
38,Jack Browning (BUF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
39,Brayden Narveson (TEN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
40,Joshua Karty (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%,2023,7,k
41,Cam Little (JAC),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,2023,7,k
42,Charlie Smyth (NO),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
43,Will Reichard (MIN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,2023,7,k
44,Jake Bates (DET),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.5%,2023,7,k
45,Evan McPherson (CIN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,83.0%,2023,7,k
46,Riley Patterson (JAC),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,13.1%,2023,7,k
47,Cade York (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,7,k
48,Steven Weatherford (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
49,Piotr Czech (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
50,Parker Douglass (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
51,Zac Derr (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
52,Ricky Schmit (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
53,Jason Reda (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
54,Garrett Rivas (TB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
55,Carlos Martinez (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
56,Andrew Wellock (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
57,Nick Folk (TEN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,9.4%,2023,7,k
58,Mark Hickok (NYG),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
59,MacKenzie Hoambrecker (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
60,Ka'imi Fairbairn (HOU),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,48.7%,2023,7,k
61,Andrew Jacas (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
62,Connor Hughes (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
63,Garrett Lindholm (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
64,Kai Forbath (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,2023,7,k
65,Greg Zuerlein (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,42.0%,2023,7,k
66,Saverio Rocca (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,7,k
1,Riley Patterson (JAC),4,5,80.0,52,0,0,2,1,1,2,2,1,17.0,17.0,13.1%,2023,8,k
2,Brandon McManus (FA),4,4,100.0,51,0,0,2,0,2,0,0,1,16.0,16.0,18.2%,2023,8,k
3,Cameron Dicker (LAC),3,3,100.0,53,0,0,0,2,1,3,3,1,16.0,16.0,45.6%,2023,8,k
4,Brandon Aubrey (DAL),2,2,100.0,58,0,1,0,0,1,5,5,1,13.0,13.0,96.9%,2023,8,k
5,Younghoe Koo (ATL),3,3,100.0,49,0,1,1,1,0,2,2,1,12.0,12.0,65.6%,2023,8,k
6,Harrison Butker (KC),3,3,100.0,56,0,1,1,0,1,0,0,1,11.0,11.0,95.5%,2023,8,k
7,Eddy Pineiro (CAR),3,3,100.0,46,0,1,1,1,0,0,1,1,10.0,10.0,1.5%,2023,8,k
8,Matt Gay (IND),2,2,100.0,42,0,1,0,1,0,3,3,1,10.0,10.0,35.3%,2023,8,k
9,Jake Elliott (PHI),1,1,100.0,51,0,0,0,0,1,5,5,1,10.0,10.0,93.6%,2023,8,k
10,Evan McPherson (CIN),1,2,50.0,56,0,0,0,0,1,4,4,1,9.0,9.0,83.0%,2023,8,k
11,Joey Slye (NE),1,1,100.0,61,0,0,0,0,1,4,4,1,9.0,9.0,0.6%,2023,8,k
12,Justin Tucker (BAL),1,2,50.0,48,0,0,0,1,0,4,4,1,8.0,8.0,98.8%,2023,8,k
13,Dustin Hopkins (CLE),2,2,100.0,27,0,2,0,0,0,2,2,1,8.0,8.0,30.3%,2023,8,k
14,Blake Grupe (NO),1,1,100.0,27,0,1,0,0,0,5,5,1,8.0,8.0,3.8%,2023,8,k
15,Greg Zuerlein (NYJ),2,2,100.0,35,0,0,2,0,0,1,1,1,7.0,7.0,42.0%,2023,8,k
16,Lucas Havrisik (FA),2,2,100.0,47,0,0,1,1,0,0,0,1,7.0,7.0,2.1%,2023,8,k
17,Jason Sanders (MIA),1,1,100.0,30,0,0,1,0,0,4,4,1,7.0,7.0,46.2%,2023,8,k
18,Greg Joseph (GB),1,3,33.3,25,0,1,0,0,0,3,3,1,6.0,6.0,3.7%,2023,8,k
19,Wil Lutz (DEN),1,2,50.0,28,0,1,0,0,0,3,3,1,6.0,6.0,10.3%,2023,8,k
20,Chase McLaughlin (TB),1,2,50.0,57,0,0,0,0,1,1,1,1,6.0,6.0,6.7%,2023,8,k
21,Tyler Bass (BUF),1,1,100.0,37,0,0,1,0,0,3,3,1,6.0,6.0,47.3%,2023,8,k
22,Jason Myers (SEA),1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,6.0,31.7%,2023,8,k
23,Matt Prater (ARI),1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,1.7%,2023,8,k
24,Chad Ryland (NE),1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,0.3%,2023,8,k
25,Jake Moody (SF),1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,69.5%,2023,8,k
26,Nick Folk (TEN),0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,9.4%,2023,8,k
27,Anders Carlson (GB),1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,4.0,2.0%,2023,8,k
28,Graham Gano (NYG),1,3,33.3,31,0,0,1,0,0,1,1,1,4.0,4.0,1.3%,2023,8,k
29,Chris Boswell (PIT),1,2,50.0,22,0,1,0,0,0,1,1,1,4.0,4.0,17.1%,2023,8,k
30,Daniel Carlson (LV),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,24.2%,2023,8,k
31,Cairo Santos (CHI),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,23.5%,2023,8,k
32,Ka'imi Fairbairn (HOU),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,48.7%,2023,8,k
33,Ramiz Ahmed (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,8,k
34,Austin Seibert (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
35,Michael Badgley (DET),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.6%,2023,8,k
36,Matthew Wright (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
37,Tanner Brown (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,2023,8,k
38,James Turner (GB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
39,Jude McAtamney (NYG),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
40,Spencer Shrader (IND),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
41,Jake Bates (DET),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.5%,2023,8,k
42,Harrison Mevis (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
43,Jack Browning (BUF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
44,Brayden Narveson (TEN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
45,Joshua Karty (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%,2023,8,k
46,Cam Little (JAC),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,2023,8,k
47,Charlie Smyth (NO),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
48,Will Reichard (MIN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,2023,8,k
49,John Parker Romo (MIN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
50,Cade York (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,8,k
51,Steven Weatherford (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
52,Piotr Czech (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
53,Zac Derr (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
54,Ricky Schmit (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
55,Parker Douglass (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
56,Jason Reda (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
57,Garrett Rivas (TB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
58,Carlos Martinez (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
59,Andrew Wellock (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
60,Mark Hickok (NYG),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
61,MacKenzie Hoambrecker (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
62,Andrew Jacas (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
63,Connor Hughes (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
64,Garrett Lindholm (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
65,Kai Forbath (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,2023,8,k
66,Saverio Rocca (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,8,k
1,Younghoe Koo (ATL),4,4,100.0,54,0,1,0,1,2,2,2,1,19.0,19.0,65.6%,2023,9,k
2,Chase McLaughlin (TB),3,3,100.0,55,0,0,1,1,1,4,4,1,16.0,16.0,6.7%,2023,9,k
3,Daniel Carlson (LV),3,3,100.0,46,0,1,0,2,0,3,3,1,14.0,14.0,24.2%,2023,9,k
4,Justin Tucker (BAL),3,3,100.0,45,0,0,2,1,0,4,4,1,14.0,14.0,98.8%,2023,9,k
5,Matt Gay (IND),2,2,100.0,57,0,1,0,0,1,3,3,1,11.0,11.0,35.3%,2023,9,k
6,Cameron Dicker (LAC),2,2,100.0,55,0,0,1,0,1,3,3,1,11.0,11.0,45.6%,2023,9,k
7,Nick Folk (TEN),3,3,100.0,48,0,0,2,1,0,1,1,1,11.0,11.0,9.4%,2023,9,k
8,Greg Joseph (GB),3,3,100.0,32,1,0,2,0,0,2,2,1,11.0,11.0,3.7%,2023,9,k
9,Dustin Hopkins (CLE),2,3,66.7,45,0,0,1,1,0,3,3,1,10.0,10.0,30.3%,2023,9,k
10,Anders Carlson (GB),2,3,66.7,34,0,1,1,0,0,2,2,1,8.0,8.0,2.0%,2023,9,k
11,Chris Boswell (PIT),2,2,100.0,30,0,1,1,0,0,2,2,1,8.0,8.0,17.1%,2023,9,k
12,Blake Grupe (NO),1,2,50.0,55,0,0,0,0,1,3,3,1,8.0,8.0,3.8%,2023,9,k
13,Greg Zuerlein (NYJ),2,2,100.0,47,0,0,0,2,0,0,0,1,8.0,8.0,42.0%,2023,9,k
14,Eddy Pineiro (CAR),2,2,100.0,49,0,0,1,1,0,1,1,1,8.0,8.0,1.5%,2023,9,k
15,Joey Slye (NE),2,2,100.0,37,0,0,2,0,0,2,2,1,8.0,8.0,0.6%,2023,9,k
16,Brandon Aubrey (DAL),1,1,100.0,51,0,0,0,0,1,2,2,1,7.0,7.0,96.9%,2023,9,k
